id,name,country,rank,br_realistic
fr_adroit_class,"L&#039;Intrépide",france,3,2.7
fr_marne_class_aisne,"Aisne",france,3,3.0
fr_elan_class_commandant_domine,"Commandant Dominé",france,4,3.3
fr_frigate_corse_class_brestois,"Le Brestois",france,5,4.0
fr_frigate_corse_class_corse,"Le Corse",france,4,4.0
germ_pr1331,"Parchim",germany,5,4.0
germ_s30_s61,"S-61",germany,2,1.7
fr_trident_class_glaive_p671,"Glaive",france,3,2.7
fr_lcm_monitor,"LCM(65)",france,1,1.7
germ_rboot_r310,"R-310",germany,2,2.3
germ_s_100_class,"S-100",germany,2,2.3
germ_s_100_s_174_class,"S-147",germany,3,2.7
germ_vs10_hydrofoil,"VS-10",germany,3,2.7
germ_type143_albatros,"Albatros",germany,5,3.7
germ_sf40_schwere_flakkampffaehre,"SF40 Heavy",germany,3,2.7
germ_sf40_leichte_flakkampffaehre,"SF40 Light",germany,3,2.7
germ_type140_jaguar,"Jaguar",germany,5,4.0
germ_type152_hugin,"Hugin",germany,5,4.0
germ_type153_pfeil,"Pfeil",germany,5,4.3
germ_s_100_s204_lang,"S-204 Lang",germany,3,2.3
germ_vs8_hydrofoil,"VS-8",germany,3,2.3
germ_skr_pr50_karl_marx,"Karl Marx",germany,4,4.0
germ_type143_bussard,"Bussard",germany,5,3.7
germ_s_700_s_701,"S-701",germany,3,2.7
it_mas_classe500_3_1944,"MAS 561",italy,1,1.0
it_vas_baglietto_68t_1serie,"VAS 201",italy,1,1.3
it_ms15_1a,"MS-15",italy,2,1.3
it_mas_stefano_turr,"Stefano Turr",italy,2,1.7
it_a1_vosper,"GIS 811",italy,3,2.3
it_ms473_2a,"MS-472",italy,3,2.3
it_mc490_folgore,"MC-490",italy,4,3.3
it_alano_9851,"Alano",italy,5,3.7
it_p494_saetta,"Saetta P-494",italy,5,4.7
it_mas_classe500_3,"MAS 555",italy,1,1.0
it_ms53_2a,"MS-53",italy,2,1.7
it_ms471_1a,"MV-611",italy,3,2.3
it_ms473_2a_art,"MS-473",italy,4,3.0
it_gabbiano_class,"RN Gabbiano",italy,4,3.7
it_albatros_class_f543,"Albatros",italy,5,4.0
it_mas_classe500_4,"MAS 569",italy,1,1.0
it_mc_485,"MC-485",italy,3,2.7
it_gabbiano_class_c16,"Folaga",italy,4,3.7
it_p420_sparviero,"Sparviero",italy,4,3.7
it_albatros_class_f544,"Alcione",italy,5,4.0
it_p493_freccia,"Freccia P-493",italy,4,4.7
jp_escort_hiburi_class_syonan,"Syonan",japan,5,3.3
jp_destroyer_chidori,"Chidori",japan,5,3.7
jp_abtei_pr1,"Soukou-Tei",japan,1,1.0
jp_abtei_pr4,"Soukou-Tei No.4",japan,2,1.3
jp_escort_chikugo_class,"Chikugo",japan,4,3.3
jp_destroyer_isuzu,"Isuzu",japan,5,3.7
jp_destroyer_ayanami,"JDS Ayanami (DD-103)",japan,5,4.3
jp_escort_akebono_class,"Akebono",japan,4,3.3
it_mas441,"MAS 441",italy,2,2.0
it_ms444,"MS 444",italy,3,2.7
it_ciclone_class_ghibli,"RN Ghibli",italy,5,3.7
jp_escort_hiburi_class_shisaka,"Shisaka",japan,5,3.3
it_mc492_baleno,"Baleno MC-492",italy,4,3.3
it_cassiopea_p401,"Cassiopea",italy,5,3.7
it_mas_classe429,"MAS 429",italy,1,1.3
uk_fairmile_a_ml100,"Fairmile A (ML100)",britain,1,1.0
uk_70ft_mgb,"MGB-61",britain,1,1.7
uk_fairmile_b_ml345,"Fairmile B (ML345)",britain,2,2.0
uk_dark_class,"Dark Adventurer",britain,2,2.0
uk_dark_class_mtb,"Dark Aggressor",britain,3,2.3
uk_fairmile_d_617_632,"Fairmile D (617)",britain,3,2.3
uk_fairmile_d_697_800,"Fairmile D (697)",britain,4,2.7
uk_brave_borderer,"Brave Borderer",britain,5,3.3
uk_destroyer_restigouche_class_terranova,"HMCS Terra Nova",britain,5,4.0
uk_frigate_leopard,"HMS Leopard",britain,5,4.0
uk_flower_class,"HMCS Brantford",britain,2,2.3
uk_fairmile_c,"Fairmile C (312)",britain,3,2.3
uk_fairmile_lcs_l_h_mk2,"Fairmile H LCS(L)(2)",britain,3,2.3
uk_fairmile_d_601_616,"Fairmile D (601)",britain,3,2.3
uk_attack_class_arrow,"HMAS Arrow",britain,4,2.7
uk_fairmile_c_332,"Fairmile C (332)",britain,4,3.0
uk_corvette_peacock,"HMS Peacock",britain,5,4.3
uk_71ft_mgb,"MGB-75",britain,2,2.3
uk_fairmile_d_5001_5029,"Fairmile D (5001)",britain,3,2.7
uk_corvette_orla,"LÉ Orla",britain,4,4.3
uk_dark_class_mtb_td,"Dark Aggressor TD",britain,3,2.3
uk_frigate_river,"HMS Spey",britain,4,3.3
jp_t14_class,"Type T-14",japan,1,1.0
jp_type5_escortboat,"Type 5",japan,1,1.7
jp_karotei_type2,"Type 4 (mod. 2)",japan,2,1.7
jp_sehatei_mod1,"Ha-Go (mod. 1)",japan,2,1.7
jp_kusen_tei_13_1944,"Type K-8 No.13 late",japan,3,2.3
jp_t51b,"Type T-51b",japan,3,2.3
jp_type_11_pt_15,"PT-15",japan,4,3.3
jp_escort_ikazuchi_class,"Ikazuchi",japan,4,3.3
jp_yuri_class_asagao,"Asagao (YTE-01)",japan,5,3.7
jp_type_t1_1941,"Type T-1",japan,1,1.0
jp_type38_1944,"Type T-38",japan,2,1.7
jp_no1_ch2,"Type K-3 No.1",japan,3,3.0
jp_no4_ch8,"Type K-7 No.4",japan,3,3.0
jp_type7_pt808,"PT-808",japan,3,3.3
jp_t14_class_mod01,"Type T-14 (mod. 1)",japan,1,1.0
jp_kusen_tei_13_1942,"Type K-8 No.13",japan,2,2.3
jp_karotei_type4,"Type 4 (mod. 4)",japan,2,1.7
jp_t51a,"Type T-51a",japan,3,2.3
jp_pg02,"PG 02",japan,4,3.3
uk_fremantle_class,"HMAS Fremantle",britain,4,3.0
jp_type1_pt2,"PT-802",japan,2,2.0
jp_t14_class_mod02,"Type T-14 (mod. 2)",japan,1,1.0
uk_71ft_mtb460,"MTB-460",britain,3,2.3
jp_pc301_kari_class,"Kari",japan,3,3.0
uk_73ft_vosper_type1,"MTB-379",britain,2,2.0
uk_73ft_vosper_type2,"MTB-523",britain,2,2.0
jp_ujishima_msc,"JDS Ujishima (MSC-655)",japan,2,1.7
jp_type9_pt809,"PT-809",japan,3,2.3
uk_mtb_1series,"MTB-1(1)",britain,1,1.0
uk_sgb_304,"SGB Grey Fox",britain,4,3.0
uk_mtb_vosper_1series,"MTB Vosper",britain,1,1.0
uk_mtb_vosper_2series,"MTB Vosper(2)",britain,1,1.7
uk_hdml_ml1383,"ML 1383",britain,1,1.7
uk_isles_class_trawler,"HMS Liscomb",britain,2,2.3
uk_frigate_whitby_blackpool,"HMS Blackpool",britain,5,3.7
uk_mtb_2series,"MTB-1(2)",britain,1,1.0
uk_gay_class_archer,"HMS Gay Archer",britain,3,2.3
uk_sgb_309,"SGB Grey Goose",britain,3,3.0
uk_frigate_whitby,"HMS Whitby",britain,4,3.7
uk_higgins_78ft_mtb422,"MTB-422",britain,3,2.3
ussr_g5_mtb,"G-5",ussr,1,1.0
ussr_d3,"D-3",ussr,1,1.0
ussr_mpk_163,"MPK-163",ussr,2,2.0
ussr_pr_123bis,"Pr.123-bis",ussr,2,2.0
ussr_pr_123k,"Pr.123K",ussr,2,2.0
ussr_pr_1204_late,"Pr.1204 late",ussr,3,2.7
ussr_bmo,"BMO",ussr,4,3.0
ussr_pr_183,"Pr.183",ussr,4,3.3
ussr_mo_4,"MO-4",ussr,1,1.0
ussr_od_200,"OD-200",ussr,1,1.7
ussr_mpk_122a,"MPK pr.122A",ussr,2,2.3
ussr_1124_art,"Pr.1124 early",ussr,2,2.3
ussr_1124_ack,"Pr.1124 late",ussr,3,2.3
ussr_mpk_201m,"MPK Pr.201M",ussr,4,3.7
ussr_mpk_204,"MPK Pr.204",ussr,4,3.7
ussr_mpk_pr1331m,"MPK Pr.1331M",ussr,5,4.0
ussr_pr_191,"Pr.191",ussr,3,2.7
ussr_mkl_186,"MBK pr.186",ussr,4,3.3
ussr_mbk_161_1944,"MBK-161 late",ussr,4,3.7
ussr_mpk_pr12412,"MPK Pr.12412",ussr,5,4.3
ussr_mpk_pr11451,"MPK Pr.11451",ussr,5,4.7
ussr_g5_mtb_shvak,"G-5 (ShVAK)",ussr,1,1.0
ussr_pr_123k_hydrofoils,"Pr.123K (A-10bis)",ussr,2,2.0
ussr_pr_1204,"Pr.1204",ussr,2,2.3
ussr_pr_183_egypt_bm_21,"Pr.183 BM-21",ussr,3,3.0
ussr_mbk_161_1943,"MBK-161 early",ussr,3,3.3
ussr_mkl_186_mk85,"MBK pr.186 (MK 85)",ussr,4,3.3
ussr_g5_rct,"TKA-412",ussr,1,1.7
ussr_1124_rct,"Pr.1124 MLRS",ussr,2,2.0
ussr_mpk_122bis,"MPK Pr.122bis",ussr,2,2.3
ussr_mpk_201k,"MPK Pr.201K",ussr,4,3.7
ussr_mpk_pr12412p,"MPK Pr.12412P",ussr,4,4.3
ussr_pr253l,"Pr.253L",ussr,2,1.7
uk_mtb35_vosper,"MTB-35",britain,1,1.0
ussr_pr_103_sm4,"SM-4",ussr,1,1.3
ussr_mpk_pr_1124,"MPK-33",ussr,5,4.7
ussr_d3_tk126,"TK-126",ussr,1,1.3
ussr_fugas_t1_strela,"Strela",ussr,3,2.7
us_pt6,"PT-6",usa,1,1.0
us_nasty_ptf,"PTF-7",usa,1,1.7
us_elco_80ft_pt_boat,"PT-103",usa,2,1.7
us_higgins_78ft_pt71,"PT-71",usa,2,2.0
us_elco_80ft_pt_boat_mod01,"PT-314",usa,3,2.3
us_elco_80ft_pt_boat_mod02,"PT-565",usa,3,2.7
us_tucumcari_pgh2,"USS Tucumcari",usa,4,3.0
us_pt812,"PT-812",usa,4,3.3
us_pt810,"PT-810",usa,5,3.3
us_frigate_tacoma,"USS Hoquiam",usa,5,3.3
us_frigate_dealey,"USS Dealey",usa,5,3.7
us_elco_77ft_pt20,"PT-20",usa,1,1.7
us_pc_451,"PC-451",usa,2,2.3
us_sc_497,"SC-497",usa,2,2.3
us_higgins_78ft_pt625,"PT-200",usa,3,2.7
us_elco_77ft_pt59,"PT-59",usa,3,3.0
us_admirable_class,"USS Candid",usa,4,3.7
us_ashville_class,"USS Asheville",usa,4,3.3
us_lcs_l_3,"LCS(L)(3)",usa,5,3.7
us_frigate_buckley_class_coolbaugh,"USS Coolbaugh",usa,5,4.0
us_pgm_59_class,"Kim Qui",usa,3,3.3
us_cyclone_class_cyclone,"USS Cyclone",usa,5,3.3
us_pt3,"PT-3",usa,1,1.0
us_pc_466_carmi,"Carmi (PC-466)",usa,2,2.3
us_elco_80ft_pt174,"PT-174",usa,2,2.3
us_lcm_zippo,"LCM(6) Zippo",usa,3,2.3
us_elco_80ft_pt_boat_thunderbolt,"Thunderbolt (PT-556)",usa,3,2.7
us_pt811,"PT-811",usa,4,3.7
us_ashville_class_douglas,"USS Douglas",usa,4,4.0
us_elco_80ft_pt109_boat,"PT-109",usa,2,1.7
us_higgins_78ft_pt658,"PT-658",usa,3,2.7
us_flagstaff_pgh1,"USS Flagstaff",usa,3,2.7
ussr_pr_206,"Pr. 206",ussr,5,4.3
ussr_pr_206m,"Pr.206-M",ussr,5,4.3
ussr_skr_groza_1943,"Groza",ussr,4,3.0
ussr_skr_pr50_jenot,"Yenot",ussr,5,4.0
ussr_skr_pr159,"SKR-1",ussr,5,4.3
ussr_pr_191m,"Pr.191M",ussr,3,3.0
ussr_ya_5m,"Ya-5M",ussr,1,1.3
ussr_skr_pr50plo_rosomacha,"Rosomacha",ussr,4,4.0
ussr_skr_pr35,"SKR-7",ussr,5,4.3
us_huckins_78ft_pt95,"PT-95",usa,1,1.7
us_pgm_9_class,"PGM-9",usa,4,3.3
us_huckins_78ft_pt262,"PT-262",usa,2,2.0
ussr_pr_205pe_k225,"AK-225",ussr,5,4.3
