id,name,country,rank,br_realistic
uk_cruiser_kent,"HMS Kent",britain,4,5.7
uk_battlecruiser_glorious,"HMS Glorious",britain,5,5.7
uk_battlecruiser_invincible,"HMS Invincible",britain,4,5.7
uk_battlecruiser_queen_mary,"HMS Queen Mary",britain,5,6.3
uk_battlecruiser_hood,"HMS Hood",britain,6,7.7
uk_cruiser_belfast,"HMS Belfast",britain,4,6.0
uk_battleship_iron_duke,"HMS Iron Duke",britain,5,7.0
uk_battlecruiser_renown,"HMS Renown",britain,5,7.0
jp_destroyer_momi,"IJN Momi",japan,1,3.3
jp_destroyer_harukaze,"JDS Harukaze (DD-101)",japan,2,4.0
jp_destroyer_akizuki,"IJN Akizuki",japan,3,4.7
jp_destroyer_mutsuki,"IJN Mutsuki",japan,1,3.3
jp_destroyer_fubuki,"IJN Ayanami",japan,2,4.3
jp_destroyer_yugumo,"IJN Yugumo",japan,2,4.7
jp_destroyer_hatsuharu,"IJN Hatsuharu",japan,2,4.3
jp_destroyer_satsuki,"IJN Satsuki",japan,1,3.3
jp_destroyer_nenohi,"IJN Nenohi",japan,2,4.3
jp_destroyer_yugure,"JDS Yūgure (DD-184)",japan,2,4.7
jp_destroyer_kiyoshimo,"IJN Kiyoshimo",japan,3,4.7
jp_cruiser_yubari,"IJN Yubari",japan,3,4.7
jp_destroyer_shimakaze,"IJN Shimakaze",japan,3,5.0
jp_destroyer_hayanami,"IJN Hayanami",japan,2,4.7
jp_destroyer_hatsuzuki,"IJN Hatsuzuki",japan,3,4.7
jp_destroyer_yuudachi,"IJN Yuudachi",japan,3,4.3
uk_battleship_q_elizabet_class_barham,"HMS Barham",britain,6,7.3
uk_battlecruiser_repulse,"HMS Repulse",britain,6,7.0
jp_destroyer_murasame,"JDS Murasame (DD-107)",japan,2,4.3
uk_battleship_rodney,"HMS Rodney",britain,6,7.7
uk_battleship_q_elizabet_class_warspite,"HMS Warspite",britain,6,7.7
jp_destroyer_matsu,"IJN Matsu",japan,1,3.7
uk_battleship_vanguard,"HMS Vanguard",britain,7,8.3
jp_destroyer_yukikaze,"IJN Yukikaze",japan,3,4.3
uk_battleship_nelson,"HMS Nelson",britain,6,7.7
jp_minelayer_tsugaru,"IJN Tsugaru",japan,2,4.0
uk_battleship_centurion,"HMS Centurion",britain,5,6.7
uk_cruiser_fiji_class_fiji,"HMS Fiji",britain,4,5.7
uk_battleship_prince_of_wales,"HMS Prince of Wales",britain,6,8.0
jp_destroyer_kagero,"IJN Kagero",japan,3,4.7
jp_destroyer_tade,"IJN Tade",japan,1,3.3
jp_destroyer_suzutsuki,"IJN Suzutsuki",japan,3,4.7
uk_battleship_lion_class,"HMS Lion",britain,7,8.7
uk_destroyer_v_class_vega,"HMS Vega",britain,1,3.7
uk_destroyer_hunt_2series,"HMS Calpe",britain,1,4.3
uk_destroyer_tribal,"HMS Eskimo",britain,2,4.3
uk_destroyer_n_class,"HMAS Nepal",britain,2,4.3
uk_destroyer_battle_2series,"HMS Armada",britain,3,4.7
uk_destroyer_battle_tobruk,"HMAS Tobruk",britain,3,4.7
uk_cruiser_southampton,"HMS Southampton",britain,4,6.0
uk_destroyer_g_grafton,"HMS Grafton",britain,1,3.7
uk_destroyer_hunt_4series,"HMS Brissenden",britain,2,4.3
uk_destroyer_k_class,"HMS Kelvin",britain,2,4.3
uk_destroyer_daring_class_diana,"HMS Diana",britain,3,5.0
uk_destroyer_daring_class_daring,"HMS Daring",britain,3,5.0
uk_cruiser_york,"HMS York",britain,4,5.3
uk_destroyer_clemson_churchill,"HMS Churchill",britain,1,3.3
uk_minelayer_abdiel_class_abdiel,"HMS Abdiel",britain,2,4.7
uk_cruiser_norfolk,"HMS Norfolk",britain,4,5.7
uk_cruiser_london,"HMS London",britain,4,5.7
uk_destroyer_v_class_verdun,"HMS Verdun",britain,1,3.7
uk_destroyer_v_class_valhalla,"HMS Valhalla",britain,1,3.3
uk_destroyer_j_class,"HMS Jervis",britain,2,4.3
uk_destroyer_tribal_mohawk,"HMS Mohawk",britain,2,4.3
uk_destroyer_haida,"HMCS Haida",britain,3,4.3
uk_destroyer_daring_class_diamond,"HMS Diamond",britain,3,5.0
uk_cruiser_liverpool,"HMS Liverpool",britain,4,5.7
uk_destroyer_clemson_montgomery_g95,"HMS Montgomery",britain,1,3.3
uk_destroyer_g_garland,"ORP Garland",britain,2,3.7
uk_destroyer_battle_cadiz,"HMS Cadiz",britain,3,4.7
uk_cruiser_tiger,"HMS Tiger",britain,5,6.0
ussr_cruiser_krasnyi_kavkaz,"Krasny Kavkaz",ussr,3,5.0
ussr_cruiser_krasnyi_krim,"Krasny Krym",ussr,3,5.3
ussr_cruiser_kirov,"Kirov",ussr,4,5.7
ussr_cruiser_chapayev,"Chapayev",ussr,4,6.0
ussr_battleship_poltava,"Poltava",ussr,5,6.3
ussr_battleship_parizhskaya_kommuna,"Parizhskaya Kommuna",ussr,5,6.7
ussr_battleship_novorossiysk,"Novorossiysk",ussr,6,7.3
ussr_cruiser_mikhail_kutuzov,"Mikhail Kutuzov",ussr,4,6.0
ussr_battleship_imperatritsa_mariya,"Imperatritsa Mariya",ussr,5,6.7
ussr_battlecruiser_kronshtadt,"Kronshtadt",ussr,6,7.3
ussr_cruiser_kerch,"Kerch",ussr,4,5.7
ussr_battleship_marat,"Marat",ussr,5,6.7
ussr_cruiser_maxim_gorky,"Maxim Gorky",ussr,5,5.7
ussr_battlecruiser_izmail,"Izmail",ussr,5,7.0
ussr_battleship_arhangelsk,"Arkhangelsk",ussr,6,7.7
ussr_battleship_pr23_sovetskij_soyuz,"Sovetsky Soyuz",ussr,7,8.7
ussr_battlecruiser_sevastopol,"Sevastopol",ussr,6,7.3
uk_destroyer_st_class_saumarez,"HMS Saumarez",britain,1,4.0
ussr_battlecruiser_stalingrad,"Stalingrad",ussr,6,7.7
uk_egret_class,"HMS Egret",britain,2,4.3
ussr_cruiser_chervona_ukraina,"Chervona Ukraina",ussr,3,5.3
ussr_battleship_oktyabrskaya_revolutsiya,"Oktyabrskaya Revolutsiya",ussr,5,6.7
us_cruiser_atlanta_class_atlanta,"USS Atlanta",usa,4,5.7
us_cruiser_fargo_class,"USS Fargo",usa,4,6.0
us_cruiser_brooklyn_class_brooklyn,"USS Brooklyn",usa,4,6.3
us_battleship_texas,"USS Texas",usa,5,6.7
us_battleship_arizona_1931,"USS Arizona",usa,6,7.3
us_cruiser_cleveland_class_cleveland,"USS Cleveland",usa,4,6.0
us_battleship_north_dakota,"USS North Dakota",usa,5,6.3
us_battleship_wyoming_class,"USS Wyoming",usa,5,6.7
us_battleship_nevada,"USS Nevada",usa,6,7.3
us_cruiser_northampton_class,"USS Northampton",usa,4,5.7
us_cruiser_new_orleans_class,"USS New Orleans",usa,4,6.0
us_cruiser_baltimore_class_pittsburgh,"USS Pittsburgh",usa,5,6.3
us_battlecruiser_alaska_class,"USS Alaska",usa,6,7.3
us_cruiser_brooklyn_class_helena,"USS Helena",usa,4,6.3
us_cruiser_baltimore_class,"USS Baltimore",usa,5,6.3
us_battleship_arkansas,"USS Arkansas",usa,5,6.7
us_battleship_mississippi,"USS Mississippi",usa,6,7.7
us_cruiser_des_moines_class_newport_news,"USS Newport News",usa,5,6.7
us_cruiser_des_moines_class,"USS Des Moines",usa,5,6.7
ussr_destroyer_frunze,"Frunze",ussr,1,3.3
ussr_destroyer_pr45,"Opytny",ussr,1,3.7
ussr_destroyer_7_besposhchadny,"Besposhchadny",ussr,1,4.0
ussr_destroyer_moskva,"Moskva",ussr,2,4.3
ussr_destroyer_7y,"Soobrazitelny",ussr,2,4.7
ussr_cruiser_sverdlov,"Sverdlov",ussr,4,6.0
ussr_destroyer_regele_ferdinand_class_letuchiy,"Letuchiy",ussr,1,4.0
ussr_destroyer_pr30_ognevoy,"Ognevoy",ussr,2,4.3
ussr_destroyer_pr30bis_bezuprechnyi,"Bezuprechny",ussr,2,4.3
ussr_destroyer_pr20_tashkent,"Tashkent",ussr,3,5.0
ussr_destroyer_pr56_spokoinyy,"Spokoinyy",ussr,3,5.3
ussr_destroyer_pr56_bravy,"Bravy",ussr,4,5.3
ussr_destroyer_kerch,"Kerch",ussr,1,3.3
ussr_destroyer_7_ryany,"Ryany",ussr,2,4.3
ussr_destroyer_pr30bis_smelyi,"Smelyi",ussr,2,4.3
ussr_destroyer_leningrad,"Leningrad",ussr,3,4.3
ussr_destroyer_pr56_blagorodny,"Blagorodnyy",ussr,3,5.3
ussr_cruiser_zheleznyakov,"Zheleznyakov",ussr,4,6.0
ussr_cruiser_shcherbakov,"Shcherbakov",ussr,5,6.0
ussr_destroyer_7y_stroyny,"Stroyny",ussr,3,4.7
ussr_destroyer_pr41_neustrashimy,"Neustrashimy",ussr,3,5.3
ussr_cruiser_voroshilov,"Voroshilov",ussr,4,5.7
us_battleship_tennessee,"USS Tennessee",usa,6,7.7
ussr_cruiser_omaha_class_murmansk,"Murmansk",ussr,3,5.0
us_battleship_colorado_class_colorado,"USS Colorado",usa,6,7.7
us_battleship_iowa_class_iowa,"USS Iowa",usa,7,8.7
us_battleship_colorado_class_maryland,"USS Maryland",usa,6,7.7
ussr_destroyer_pr48k_erevan,"Erevan",ussr,3,5.0
us_battleship_south_dakota,"USS South Dakota",usa,7,8.3
us_battleship_oklahoma,"USS Oklahoma",usa,6,7.0
us_battleship_north_carolina_class,"USS North Carolina",usa,7,8.3
us_destroyer_clemson_litchfield,"USS Litchfield",usa,1,3.3
us_destroyer_farragut_1942,"USS Aylwin",usa,1,3.7
us_destroyer_sumner,"USS Sumner",usa,3,5.0
us_destroyer_gearing,"USS Gearing",usa,3,5.0
us_destroyer_porter_1941,"USS Porter",usa,3,5.3
us_destroyer_somers,"USS Somers",usa,3,5.3
us_cruiser_worcester_class_roanoke,"USS Roanoke",usa,5,6.3
us_destroyer_clemson_barker,"USS Barker",usa,1,3.3
us_destroyer_fletcher,"USS Fletcher",usa,2,4.7
us_destroyer_mitscher,"USS Mitscher",usa,2,4.7
us_cruiser_omaha_class_trenton,"USS Trenton",usa,3,5.0
us_cruiser_omaha_class_raleigh,"USS Raleigh",usa,3,5.0
us_cruiser_portland_class,"USS Portland",usa,4,5.7
us_cruiser_pensacola_class,"USS Pensacola",usa,4,5.7
us_destroyer_clemson_welborn_c_wood,"USS Welborn C. Wood",usa,1,3.3
us_destroyer_mitscher_wilkinson,"USS Wilkinson",usa,2,4.7
us_destroyer_gearing_frank_knox,"USS Frank Knox",usa,3,5.0
us_destroyer_fletcher_cowell,"USS Cowell",usa,3,4.7
us_destroyer_porter_1942,"USS Moffett",usa,3,5.3
us_destroyer_fletcher_bennion,"USS Bennion",usa,3,4.7
us_destroyer_somers_davis,"USS Davis",usa,3,5.3
us_destroyer_porter_1944,"USS Phelps",usa,3,5.0
us_cruiser_omaha_class_detroit,"USS Detroit",usa,3,5.0
us_destroyer_bagley_class_bagley,"USS Bagley",usa,2,4.0
us_destroyer_cf_adams_class_cf_adams,"USS Charles F. Adams",usa,4,5.3
us_cruiser_oregon_class,"USS Oregon City",usa,5,6.3
us_destroyer_forrestsherman_class,"USS Forrest Sherman",usa,4,5.3
us_destroyer_bagley_class_helm,"USS Helm",usa,2,4.0
us_destroyer_gridley,"USS Gridley",usa,2,4.0
us_destroyer_mahan_class,"USS Mahan",usa,2,4.3
