id,name,country,rank,br_realistic
a_4ptm_malaysia,"▄A-4PTM",japan,6,9.7
a_5c,"A-5C",china,7,10.7
a_6e_tram,"A-6E TRAM",usa,7,10.7
a_7d,"A-7D",usa,7,10.3
a_7e,"A-7E",usa,7,10.3
a_7e_greece,"▄A-7E",israel,7,10.3
a_7e_thailand,"▄A-7E",japan,7,10.3
a_7h_greece,"▄A-7H",israel,7,10.3
a_7k,"A-7K",usa,7,10.7
b-17e,"B-17E",usa,3,4.7
b-17e_japan,"▅B-17E",japan,4,4.7
b-17e_late,"B-17E/L",usa,3,5.0
b-17g,"B-17G-60-VE",usa,4,5.0
b-17g_iaf,"B-17G",israel,4,5.0
b-29,"B-29A-BN",usa,4,7.0
b-57,"B-57A",usa,5,8.3
b-57b,"B-57B",usa,5,8.3
b5n2,"B5N2",japan,1,1.3
b6n1,"B6N1 Model 11",japan,1,1.7
b6n2,"B6N2 Model 12",japan,2,2.3
b6n2a,"B6N2a Model 12Ko",japan,2,2.3
b7a2,"B7A2",japan,3,4.0
b7a2_homare_23,"B7A2 (Homare 23)",japan,3,4.0
ba_65_a80,"Ba.65 A.80",italy,1,1.3
ba_65_k14_l,"Ba.65 (K.14) L",italy,1,1.3
bb-1,"BB-1",ussr,1,1.3
beaufighter_mk1_40mm,"Beaufighter Mk I (40 mm)",britain,2,2.3
beaufighter_mk21,"Beaufighter Mk 21",britain,2,3.7
beaufighter_mk6c,"Beaufighter Mk VIc",britain,2,3.0
beaufighter_mkx,"Beaufighter Mk X",britain,2,3.0
beaufort_mkviii,"Beaufort Mk VIII",britain,1,1.7
be_6,"Be-6",ussr,4,5.0
bf-109a_1,"Flegel&#039;s Bf 109 A",germany,1,1.3
bf-109b_2,"Bf 109 B-1",germany,1,1.3
bf-109c_1,"Bf 109 C-1",germany,1,2.0
bf-109c_1_promo,"Bf 109 C-1",germany,1,2.0
bf-109e-1,"Bf 109 E-1",germany,2,2.3
bf-109e-3,"Bf 109 E-3",germany,2,2.3
bf-109e-3_japan,"▅Bf 109 E-7",japan,2,3.0
bf-109e-4,"Bf 109 E-4",germany,2,3.0
bf-109e-7,"Bf 109 E-7/U2",germany,2,3.0
bf-109f-1,"Bf 109 F-1",germany,2,2.7
bf-109f-2,"Bf 109 F-2",germany,2,3.0
bf-109f-4,"Bf 109 F-4",germany,3,4.0
bf-109f-4_hungary,"◔Bf 109 F-4",italy,3,4.0
bf-109f-4_trop,"Bf 109 F-4/trop",germany,3,4.0
bf-109f-4_usa,"▃Bf 109 F-4",usa,3,4.0
bf-109g-10,"Bf 109 G-10",germany,4,5.7
bf-109g-14,"Bf 109 G-14",germany,4,5.3
bf-109g-14as,"▄Bf 109 G-14/AS",italy,4,5.3
bf-109g-2,"Bf 109 G-2/trop",germany,4,4.3
bf-109g-2_finland,"▄Bf 109 G-2",sweden,4,4.3
bf-109g-2_hungary,"◔Bf 109 G-2",italy,4,4.3
bf-109g-2_romania,"Bf 109 G-2",germany,3,4.3
bf-109g-6,"Bf 109 G-6",germany,4,4.7
bf-109g-6_erla_finland,"▄Bf 109 G-6 Erla",sweden,4,4.7
bf-109g-6_finland,"▄Bf 109 G-6",sweden,4,4.7
bf-109k-4,"Bf 109 K-4",germany,4,5.7
bf-109z,"Bf 109 Z-1",germany,4,4.7
bf-110c-4,"Bf 110 C-7",germany,2,2.7
bf-110c-6,"Bf 110 C-6",germany,2,3.0
bf-110f-2,"Bf 110 F-2",germany,2,3.0
bf-110g-2,"Bf 110 G-2",germany,3,3.7
bf2c_1,"BF2C-1",usa,1,1.0
bf_109t_2,"Bf 109 T-2",germany,2,3.0
bf_110g_4,"Bf 110 G-4",germany,3,3.7
bf_110g_4_hungary,"◔Bf 110 G-4",italy,3,3.7
bi,"BI",ussr,5,7.0
blenheim_mkiv,"Blenheim Mk IV",britain,1,1.3
boomerang_mki,"▄Boomerang Mk I",britain,2,3.0
boomerang_mkii,"▄Boomerang Mk II",britain,2,3.0
boston_mk_1,"▄Boston Mk I",britain,2,2.3
breda_88,"Breda 88 (P.XI)",italy,1,1.7
brigand_b1,"Brigand B 1",britain,3,4.0
br_20m_m1,"B.R.20M M1",italy,1,1.7
br_20_dr,"B.R.20DR",italy,1,1.7
br_693_ab2,"Br.693AB2",france,1,2.0
btd-1,"BTD-1",usa,3,4.0
buccaneer_s1,"Buccaneer S.1",britain,6,8.3
buccaneer_s2,"Buccaneer S.2",britain,6,9.3
buccaneer_s2b,"Buccaneer S.2B",britain,7,10.7
bv-138c-1,"BV 138 C-1",germany,1,1.7
bv-155b-1,"BV 155 B-1",germany,3,3.7
bv-238,"BV 238",germany,2,3.7
b_10b,"B-10B",usa,1,1.3
b_18a,"B-18A",usa,1,1.3
b_239_finland,"▄B-239",sweden,2,3.0
b_24d,"B-24D-25-CO",usa,4,5.7
b_25j_1,"B-25J-1",usa,2,3.7
b_25j_20,"B-25J-20",usa,2,3.7
b_25j_30_china,"␗B-25J-30",china,3,3.7
b_25j_30_vvs_ussr,"▂B-25J-30",ussr,3,3.7
b_26b_c,"B-26B",usa,3,4.3
b_26b_indonesia_kalong,"◥B-26B",japan,3,4.3
b_26c_france,"B-26C",france,3,4.3
b_34,"B-34",usa,2,3.3
b_48_firecrest,"Firecrest",britain,2,2.3
b_52h,"B-52H",usa,6,8.7
b_66b,"B-66B",usa,6,9.0
canberra_bimk6,"Canberra B (I) Mk 6",britain,5,8.3
canberra_bmk2,"Canberra B Mk 2",britain,5,8.3
caudron_cr714,"C.R.714",france,1,1.3
ca_27_mk32_malaysia,"▄CA-27 Mk.32",japan,6,9.0
ca_27_mk32_raaf,"▄CA-27 Mk.32",britain,6,9.0
cf_188a_canada,"CF-188A",britain,8,12.7
corsair_fmk2,"▄Corsair F Mk II",britain,2,2.7
cr_32,"CR.32",italy,1,1.0
cr_32_bis,"CR.32 bis",italy,1,1.7
cr_32_quater,"CR.32 quater",italy,1,1.0
cw_21,"CW-21",china,1,2.7
c_3604,"◌C-3604",germany,2,2.7
d3a1,"D3A1",japan,1,1.3
d4y1,"D4Y1",japan,2,2.0
d4y2,"D4Y2",japan,2,2.3
d4y3,"D4Y3 Ko",japan,2,3.0
db_3a_china,"␗DB-3A",china,2,2.7
db_3b,"DB-3B",ussr,2,2.7
db_7,"▄DB-7",britain,2,2.3
db_lk,"DB-LK",ussr,1,2.0
dh_110_sea_vixen,"Sea Vixen F.A.W. Mk.2",britain,5,9.0
douglas_ad_2,"AD-2",usa,4,5.7
douglas_ad_4,"AD-4",usa,4,6.0
douglas_ad_4na_france,"▄AD-4NA",france,4,6.0
douglas_ad_4_france,"▄AD-4",france,4,6.0
douglas_a_1h,"A-1H",usa,4,6.3
do_17e_1,"Do 17 E-1",germany,1,1.0
do_17z_2,"Do 17 Z-2",germany,1,1.7
do_17z_7,"Do 17 Z-7",germany,1,1.3
do_217e_2,"Do 217 E-2",germany,3,4.3
do_217e_4,"Do 217 E-4",germany,3,4.7
do_217j_1,"Do 217 J-1",germany,1,2.0
do_217j_2,"Do 217 J-2",germany,1,2.3
do_217k_1,"Do 217 K-1",germany,4,4.7
do_217m_1,"Do 217 M-1",germany,4,4.7
do_217n_1,"Do 217 N-1",germany,2,2.3
do_217n_2,"Do 217 N-2",germany,2,2.7
do_335a_0,"Do 335 A-0",germany,3,4.7
do_335a_1,"Do 335 A-1",germany,3,4.3
do_335b_2,"Do 335 B-2",germany,4,5.7
d_371,"D.371",france,1,1.0
d_371_hs9,"D.371 H.S.9",france,1,1.3
d_373,"D.373",france,1,1.0
d_500,"D.500",france,1,1.0
d_501,"D.501",france,1,1.3
d_510,"Pallier&#039;s D.510",france,1,1.3
d_510c,"D.510C",china,1,1.3
d_520,"▄D.520",britain,2,3.0
d_520_france,"D.520",france,2,3.0
d_521,"▄D.521",britain,2,3.0
ef_2000a,"F-2000A",italy,9,14.3
ef_2000a_aesa,"F-2000A (AESA)",italy,9,14.7
ef_2000_aesa,"◄EF-2000 (AESA)",germany,9,14.7
ef_2000_block_10,"◄EF-2000",germany,9,14.3
ef_2000_fgr4,"Typhoon FGR.4",britain,9,14.3
ef_2000_typhoon_aesa,"Typhoon (AESA)",britain,9,14.7
er-2_ach30b_early,"Yer-2 (ACh-30B) (e)",ussr,4,4.3
er-2_ach30b_late,"Yer-2 (ACh-30B) (l)",ussr,4,4.3
er-2_m105r_lu2b,"Yer-2 (M-105R) LU",ussr,3,3.7
er-2_m105r_tat,"Yer-2 (M-105R) TAT",ussr,3,3.7
er-2_m105_mv3,"Yer-2 (M-105)",ussr,3,3.3
er-2_m105_tat,"Yer-2 (M-105) TAT",ussr,3,3.7
etndard_4m,"Etendard IVM",france,6,9.0
f-100a_china,"␗F-100A",china,6,9.3
f-100d,"F-100D",usa,6,9.3
f-100d_france,"▄F-100D",france,6,9.3
f-104a,"F-104A",usa,6,9.3
f-104a_china,"␗F-104A",china,6,9.3
f-104c,"F-104C",usa,6,9.7
f-104g,"◄F-104G",germany,7,11.0
f-104g_belgium,"▄F-104G",france,7,11.0
f-104g_china,"␗F-104G",china,7,10.7
f-104g_italy,"▄F-104G",italy,6,11.0
f-104j,"F-104J",japan,6,10.3
f-104s,"F-104S",italy,7,11.3
f-104s_asa,"F-104S.ASA",italy,7,11.7
f-104s_cb,"▄F-104S TAF",italy,7,11.3
f-105d,"F-105D",usa,7,10.0
f-4c,"F-4C Phantom II",usa,7,10.0
f-4e,"F-4E Phantom II",usa,7,11.3
f-4ej,"F-4EJ Phantom II",japan,7,11.0
f-4ej_adtw,"F-4EJ ADTW",japan,7,11.0
f-4ej_kai,"F-4EJ Kai Phantom II",japan,8,12.3
f-4e_iaf,"Kurnass",israel,7,11.3
f-4e_kurnass_2000,"Kurnass 2000",israel,8,12.3
f-4f,"◄F-4F Early",germany,7,10.7
f-4f_kws_lv,"◄F-4F KWS LV",germany,8,13.0
f-4f_late,"◄F-4F",germany,7,11.0
f-4j,"F-4J Phantom II",usa,7,12.0
f-4jk,"F-4J(UK) Phantom II",britain,7,12.0
f-4k,"Phantom FG.1",britain,7,12.0
f-4m_fgr2,"Phantom FGR.2",britain,7,12.0
f-4s,"F-4S Phantom II",usa,7,12.0
f-5a,"F-5A",usa,7,10.7
f-5ag_norway,"◢F-5A(G)",sweden,7,11.0
f-5a_china,"␗F-5A",china,7,10.7
f-5a_thailand,"▄F-5A",japan,7,10.7
f-5c,"F-5C",usa,7,10.7
f-5e,"F-5E",usa,7,11.0
f-5e_aidc,"␗F-5E",china,7,11.0
f-5e_fcu_thailand,"▄F-5E FCU",japan,7,11.3
f-5e_switzerland,"◌F-5E",germany,7,11.0
f-5th_thailand,"▄F-5TH TCU",japan,8,13.0
f-5t_thailand,"▄F-5T SCU",japan,7,11.3
f-80,"F-80C-10",usa,5,8.0
f-80a,"F-80A-5",usa,5,7.0
f-82e,"F-82E",usa,4,5.3
f-84b,"F-84B-26",usa,5,7.0
f-84f,"F-84F",usa,5,8.3
f-84f_france,"▄F-84F",france,6,8.3
f-84f_germany,"◄F-84F",germany,6,8.3
f-84f_iaf,"F-84F IAF",france,6,8.3
f-84f_israel_iaf,"F-84F",israel,6,8.3
f-84f_italy,"▄F-84F",italy,6,8.3
f-84g,"F-84G-21-RE",usa,5,7.7
f-84g-31-re_china,"␗F-84G-31-RE",china,5,7.7
f-84g_china,"␗F-84G-21-RE",china,5,7.7
f-84g_france,"▄F-84G-26-RE",france,5,7.7
f-84g_greece,"▄F-84G-16-RE",israel,5,7.7
f-84g_italy,"▄F-84G-21-RE",italy,5,7.7
f-84g_thailand,"▄F-84G-21-RE",japan,5,7.7
f-86a-5,"F-86A-5",usa,5,8.0
f-86f-2,"F-86F-2",usa,6,8.7
f-86f-25,"F-86F-25",usa,5,8.3
f-86f-30_china,"␗F-86F-30",china,5,8.3
f-86f-30_japan,"F-86F-30 ▅",japan,5,8.3
f-86f-35,"F-86F-35",usa,5,8.3
f-86f-40_china,"␗F-86F-40",china,5,9.0
f-86f-40_japan,"F-86F-40 ▅",japan,5,9.0
f-86f-40_japan_blue_impulse,"F-86F-40 JASDF▅",japan,5,9.0
f-86k_late,"▄F-86K",france,6,9.0
f-86k_late_german,"◄F-86K",germany,6,9.0
f-86k_late_italy,"▄F-86K",italy,6,9.0
f-86_canadair_german,"◄CL-13A Mk 5",germany,6,8.7
f-86_cl_13b_mk6,"◄CL-13B Mk.6",germany,6,9.0
f-86_cl_13_mk4_italy,"CL-13 Mk.4",italy,5,8.0
f-89b,"F-89B",usa,5,7.0
f-89d,"F-89D",usa,5,7.0
f-8e,"F-8E",usa,7,10.7
f-8e_fn,"▄F-8E(FN)",france,7,10.0
f1,"F-1",japan,6,10.0
f11f_1_late,"F11F-1",usa,6,9.0
f1m2,"F1M2",japan,1,1.0
f2a-1,"F2A-1",usa,1,2.0
f2a-1_thach,"Thach&#039;s F2A-1",usa,1,2.0
f2a-3,"F2A-3",usa,2,2.3
f2g-1,"F2G-1",usa,4,6.0
f2h-2,"F2H-2",usa,5,7.3
f3d_1,"F3D-1",usa,5,7.0
f3f-2,"F3F-2",usa,1,1.3
f3f-2_galer,"Galer&#039;s F3F-2",usa,1,1.3
f3h-2,"F3H-2",usa,6,9.0
f4d_1,"F4D-1",usa,6,9.0
f4f-3,"F4F-3",usa,2,2.3
f4f-4,"F4F-4",usa,2,3.0
f4f-4_martlet_mk4,"▄Martlet Mk IV",britain,2,2.7
f4u-1a,"F4U-1A",usa,2,2.7
f4u-1a_japan,"▅F4U-1A",japan,2,3.0
f4u-1a_usmc,"F4U-1A (USMC)",usa,2,3.0
f4u-1c,"F4U-1C",usa,4,4.7
f4u-1d,"F4U-1D",usa,2,3.0
f4u-4,"F4U-4",usa,3,4.3
f4u-4b,"F4U-4B",usa,4,5.7
f4u-4b_vmf_214,"F4U-4B VMF-214",usa,4,5.7
f4u-6_au-1,"AU-1",usa,4,5.7
f4u-7,"F4U-7",france,4,6.0
f6f-3,"F6F-5",usa,2,3.3
f6f-5n,"F6F-5N",usa,3,4.3
f6f-5n_france,"▄F6F-5N",france,4,4.3
f6f-5_france,"▄F6F-5",france,2,3.3
f7f1,"F7F-1",usa,4,6.3
f7f3,"F7F-3",usa,4,6.3
f8f1,"F8F-1",usa,3,4.7
f8f1b,"F8F-1B",usa,4,6.3
f8f1b_france,"▄F8F-1B",france,4,6.3
f8u-2,"F8U-2",usa,6,10.3
f9f-2,"F9F-2",usa,5,8.0
f9f-5,"F9F-5",usa,5,8.0
f9f-8,"F9F-8",usa,5,8.3
fa_18a,"F/A-18A",usa,8,12.3
fa_18a_hug_2_raaf,"▄AF/A-18A Late",britain,8,14.0
fa_18a_raaf,"▄F/A-18A",britain,8,12.3
fa_18c_early,"F/A-18C Early",usa,8,12.7
fa_18c_finland,"▄F-18C",sweden,8,14.0
fa_18c_late,"F/A-18C Late",usa,8,14.0
fa_18c_late_switzerland,"◌F/A-18C Late",germany,8,14.0
fa_18c_mlu_2_finland,"▄F/A-18C MLU 2",sweden,8,14.0
fa_18c_switzerland,"◌F/A-18C",germany,8,12.7
fa_18d_late_malaysia,"▄F/A-18D Late",japan,8,14.0
fa_18e_block_2,"F/A-18E",usa,9,14.3
fa_18f_block_2_raaf,"▄F/A-18F",britain,9,14.3
fc_20_bis,"F.C.20 Bis",italy,1,2.0
ffa_p16,"◌FFA P-16",germany,6,9.0
ffvs_j22_a,"J22-A",sweden,2,3.0
ffvs_j22_b,"J22-B",sweden,3,3.7
fiat_cr42,"▀CR.42",germany,1,1.3
fiat_cr42_italy,"CR.42",italy,1,1.3
fiat_cr42_j11,"J11",sweden,1,1.3
fiat_cr42_marcolin,"▀Marcolin&#039;s C.R.42 CN",germany,1,1.3
fiat_cr42_marcolin_italy,"Marcolin&#039;s C.R.42 CN",italy,1,1.3
fiat_g50_seria2,"▀G.50 serie 2",germany,1,1.7
fiat_g50_seria2_italy,"G.50 serie 2",italy,1,1.7
fiat_g50_seria7as,"▀G.50 AS serie 7",germany,1,1.7
fiat_g50_seria7as_italy,"G.50 AS serie 7",italy,1,1.7
fiat_g91_ps,"G.91 pre-serie",italy,5,8.3
fiat_g91_r1,"G.91 R/1",italy,5,8.7
fiat_g91_r3,"◄G.91 R/3",germany,6,8.7
fiat_g91_r4,"G.91 R/4",italy,5,8.7
fiat_g91_r4_german,"◄G.91 R/4",germany,5,8.7
fiat_g91_y,"G.91 Y",italy,6,9.3
fiat_g91_ys,"G.91 YS",italy,6,9.3
firebrand_tf4,"Firebrand TF Mk IV",britain,2,3.7
firefly_mk1,"Firefly F Mk I",britain,3,3.3
firefly_mk4_netherlands,"◘Firefly F.Mk.IV",france,3,3.7
firefly_mk5,"Firefly FR Mk V",britain,3,3.7
fj_4b,"FJ-4B",usa,6,8.7
fj_4b_agm_12b,"FJ-4B VMF-232",usa,6,8.7
fokker_d21_mod20,"▄Fokker D.XXI",sweden,2,2.0
fokker_d21_netherlands,"◗Fokker D.XXI",france,1,1.7
fokker_d21_serie3_finland,"▄Fokker D.XXI-3",sweden,1,1.7
fokker_d23,"◗Fokker D.XXIII",france,2,2.7
fokker_g1a,"◗Fokker G.IA",france,2,2.3
fr_1_fireball,"FR-1 Fireball",usa,3,4.3
fury_mk1,"Fury Mk I",britain,1,1.0
fury_mk2,"Fury Mk II",britain,1,1.0
fw-189a-1,"Fw 189 A-1",germany,1,2.3
fw-190a-1,"Fw 190 A-1",germany,2,3.0
fw-190a-4,"Fw 190 A-4",germany,3,4.0
fw-190a-5,"Fw 190 A-5/U12",germany,4,4.3
fw-190a-5_cannons,"Fw 190 A-5",germany,4,4.3
fw-190a-5_japan,"▅Fw 190 A-5",japan,4,4.3
fw-190a-5_u2,"Fw 190 A-5/U2",germany,3,4.0
fw-190a-8,"Fw 190 A-8",germany,4,5.3
fw-190a-8_france,"NC.900",france,4,5.3
fw-190a-8_usa,"▃Fw 190 A-8",usa,4,5.3
fw-190c,"Fw 190 C",germany,4,5.0
fw-190d-12,"Fw 190 D-12",germany,4,5.0
fw-190d-13,"Fw 190 D-13",germany,4,5.0
fw-190d-9,"Fw 190 D-9",germany,3,5.0
fw-190d-9_ussr,"▂Fw 190 D-9",ussr,4,5.0
fw-190f-8,"Fw 190 F-8",germany,4,5.0
fw_189c_0,"Fw 189 C",germany,2,3.0
fw_190a_5_u14,"Fw 190 A-5/U14",germany,3,4.0
fw_190f_8_hungary,"◔Fw 190 F-8",italy,4,5.0
fw_200c_1,"Fw 200 C-1",germany,2,2.0
f_100f_china,"␗F-100F",china,6,9.3
f_101c,"F-101C",usa,6,9.3
f_102a_greece,"▄F-102A",israel,6,9.0
f_102a_late,"F-102A",usa,6,9.0
f_106a_1972,"F-106A",usa,6,9.3
f_111a,"F-111A",usa,7,10.7
f_111c_raaf,"▄F-111C",britain,7,11.7
f_111f,"F-111F",usa,7,11.7
f_117,"F-117",usa,6,8.7
f_14a_early,"F-14A Early",usa,8,12.7
f_14a_iriaf,"▄F-14A IRIAF",usa,8,13.7
f_14b,"F-14B",usa,8,13.0
f_14d,"F-14D",usa,8,13.0
f_14d_vf_11,"F-14D (VF-11)",usa,8,13.0
f_15a,"F-15A",usa,8,12.7
f_15a_iaf,"Baz",israel,8,12.7
f_15c_baz_msip,"Baz Meshupar",israel,8,13.7
f_15c_golden_eagle,"F-15C Golden Eagle",usa,9,14.3
f_15c_msip2,"F-15C MSIP II",usa,8,13.7
f_15e,"F-15E",usa,8,14.0
f_15i_raam,"F-15I Ra’am",israel,8,14.0
f_15j,"F-15J",japan,8,12.7
f_15j_kai,"F-15J(M)",japan,8,13.7
f_16aj,"F-16AJ",japan,8,12.7
f_16am_block_15_mlu_belgium,"▄F-16AM",france,8,13.7
f_16am_block_20_mlu_netherlands,"◘F-16AM",france,8,13.7
f_16am_block_20_mlu_norway,"◢F-16AM",sweden,8,13.7
f_16a_block_10,"F-16A",usa,8,12.3
f_16a_block_10_iaf,"Netz",israel,8,12.3
f_16a_block_10_netz_mod,"Netz (Mod)",israel,8,12.3
f_16a_block_10_norway,"◢F-16A",sweden,8,12.3
f_16a_block_15_adf,"F-16A ADF",usa,8,13.3
f_16a_block_15_adf_italy,"▄F-16A ADF",italy,8,13.3
f_16a_block_15_belgium,"▄F-16A",france,8,12.7
f_16a_block_15_ocu_belgium,"▄F-16A OCU",france,8,12.7
f_16a_block_15_ocu_thailand,"▄F-16A OCU",japan,8,13.7
f_16a_block_20_mlu,"␗F-16A MLU",china,8,13.3
f_16a_block_5_netherlands,"◘F-16A",france,8,12.3
f_16a_block_72v_china,"␗F-16V",china,9,14.3
f_16c_block_40_barak_2,"F-16C Barak II",israel,8,13.7
f_16c_block_50,"F-16CM",usa,8,13.7
f_16c_block_52_aesa,"F-16CM PoBIT",usa,9,14.3
f_16d_block_40_barak_2,"F-16D Barak II",israel,8,13.3
f_16i_sufa,"F-16I Sufa",israel,8,13.7
f_16xl,"F-16XL",usa,8,13.0
f_20a,"F-20A",usa,8,12.3
f_222_2,"F.222.2",france,1,2.3
f_2a,"F-2A",japan,8,13.7
f_2a_adtw,"F-2A ADTW",japan,8,13.0
f_47n_25_re_china,"␗F-47N-25-RE",china,3,4.7
f_4e_aup_greece,"▄F-4E AUP Phantom II",israel,8,13.0
f_6c_pakistan,"▄F-6C",china,6,9.7
f_86em_greece,"▄F-86E(M)",israel,6,9.0
g4m1,"G4M1",japan,2,2.7
g5n1,"G5N1",japan,3,4.3
g8n1,"G8N1",japan,4,6.3
gladiator_j8a,"J8A",sweden,1,1.0
gladiator_j8a_iacobi,"Iacobi&#039;s J8A",sweden,1,1.0
gladiator_mk1_belgium,"▄Gladiator Mk I",france,1,1.0
gladiator_mk1_china,"␗Gladiator Mk I",china,1,1.0
gladiator_mk2,"Gladiator Mk II",britain,1,1.3
gladiator_mk2_france,"Gladiator Mk IIF",britain,1,1.3
gladiator_mk2_navy,"Sea Gladiator Mk I",britain,1,1.0
gladiator_mk2_silver,"Gladiator Mk IIS",britain,1,1.3
gladiator_mk2_tuck,"Tuck&#039;s Gladiator Mk II",britain,1,1.0
go229_v3,"Ho 229 V3",germany,5,7.0
g_55s,"G.55S",italy,4,5.3
g_55_serie1,"G.55 serie 1",italy,4,5.3
g_55_serie1_ss0,"G.55 sottoserie 0",italy,3,4.3
g_56,"G.56",italy,4,6.3
h-75a-1_france,"H-75A-1",france,1,1.7
h-75a-2_finland,"▀Hawk H-75A-2",germany,2,2.7
h-75a-4_france,"H-75A-4",france,1,2.3
h-75m_china,"␗H-75M",china,1,2.0
h6k4,"H6K4",japan,1,1.7
h8k2,"H8K2",japan,2,3.7
h8k3,"H8K3",japan,2,4.0
halifax_mk3,"Halifax B Mk IIIa",britain,3,4.0
harrier_frs1,"Sea Harrier FRS.1",britain,7,11.0
harrier_frs1_early,"Sea Harrier FRS.1 (e)",britain,7,10.7
harrier_gr1,"Harrier GR.1",britain,6,9.7
harrier_gr3,"Harrier GR.3",britain,6,9.7
harrier_gr7,"Harrier GR.7",britain,8,12.3
harrier_t10,"Harrier T.10",britain,7,11.3
hawk_200,"Hawk 200",britain,7,10.7
hawk_200_rda,"Hawk 200 RDA",britain,7,11.3
hawk_209_indonesia,"◥Hawk 209",japan,7,10.7
hawk_iii,"Hawk III",china,1,1.0
hawk_t1a,"Hawk T Mk 1A (FRP)",britain,5,7.7
hawk_t1a_early,"Hawk T Mk 1A",britain,5,7.7
he-111h-16_winter,"He 111 H-16",germany,2,3.0
he-111h-2,"He 111 H-3",germany,1,2.0
he-111h-6,"He 111 H-6",germany,2,2.7
he-162a-1,"He 162 A-1",germany,5,6.0
he-162a-2,"He 162 A-2",germany,5,6.0
he-177a-3,"He 177 A-3",germany,4,6.0
he-177a-5,"He 177 A-5",germany,4,6.0
he51a1,"He 51 A-1",germany,1,1.0
he51b1,"He 51 B-1",germany,1,1.0
he51b_2w,"He 51 B-2/H",germany,1,1.0
he51c1,"He 51 C-1",germany,1,1.0
he51c1_late,"He 51 C-1/L",germany,1,1.0
hellcat_fmk1,"▄Hellcat Mk II",britain,3,3.3
he_100d_1,"He 100 D-1",germany,1,1.7
he_112a_0,"He 112 A-0",germany,1,2.0
he_112b_0,"He 112 B-0",germany,2,2.0
he_112b_1,"He 112 B-1/U2",germany,2,2.0
he_112b_1_italy,"He 112 B-1/U2",italy,2,2.0
he_112b_2,"He 112 B-2/U2",germany,2,2.0
he_112v_5,"He 112 V-5",germany,1,1.3
he_115a_2_sweden,"T 2",sweden,1,1.0
he_115c_1,"He 115 C-1",germany,1,1.3
he_219a_7,"He 219 A-7",germany,4,4.0
hornet_mk1,"Hornet Mk.I",britain,4,6.0
