id,br_arcade
jp_battleship_yamato,8.7
jp_battlecruiser_hiei,6.7
jp_battleship_musashi,8.7
jp_battleship_nagato,8.3
jp_cruiser_oyodo,5.3
jp_battleship_tosa,8.0
it_destroyer_oriani_class_gioberti,3.7
it_destroyer_saetta,3.7
uk_cruiser_arethusa,5.0
uk_cruiser_leander,5.3
uk_battleship_dreadnought,6.0
uk_battleship_orion,6.7
uk_battleship_marlborough,7.0
uk_cruiser_dido,5.3
uk_battleship_colossus,6.3
uk_cruiser_enterprise_d52,5.0
uk_cruiser_hawkins,5.0
uk_cruiser_kent,5.7
uk_battlecruiser_glorious,5.7
uk_battlecruiser_invincible,5.7
uk_battlecruiser_queen_mary,6.3
uk_battlecruiser_hood,7.7
uk_cruiser_belfast,6.0
uk_battleship_iron_duke,7.0
uk_battlecruiser_renown,7.0
jp_destroyer_momi,3.3
jp_destroyer_harukaze,4.0
jp_destroyer_akizuki,4.7
jp_destroyer_mutsuki,3.3
jp_destroyer_fubuki,4.3
jp_destroyer_yugumo,4.7
jp_destroyer_hatsuharu,4.3
jp_destroyer_satsuki,3.3
jp_destroyer_nenohi,4.3
jp_destroyer_yugure,4.7
jp_destroyer_kiyoshimo,4.7
jp_cruiser_yubari,4.7
jp_destroyer_shimakaze,5.0
jp_destroyer_hayanami,4.7
jp_destroyer_hatsuzuki,4.7
jp_destroyer_yuudachi,4.3
uk_battleship_q_elizabet_class_barham,7.3
uk_battlecruiser_repulse,7.0
jp_destroyer_murasame,4.3
uk_battleship_rodney,7.7
uk_battleship_q_elizabet_class_warspite,7.7
jp_destroyer_matsu,3.7
uk_battleship_vanguard,8.3
jp_destroyer_yukikaze,4.3
uk_battleship_nelson,7.7
jp_minelayer_tsugaru,4.0
uk_battleship_centurion,6.7
uk_cruiser_fiji_class_fiji,5.7
uk_battleship_prince_of_wales,8.0
jp_destroyer_kagero,4.7
jp_destroyer_tade,3.3
jp_destroyer_suzutsuki,4.7
uk_battleship_lion_class,8.7
uk_destroyer_v_class_vega,3.7
uk_destroyer_hunt_2series,4.3
uk_destroyer_tribal,4.3
uk_destroyer_n_class,4.3
uk_destroyer_battle_2series,4.7
uk_destroyer_battle_tobruk,4.7
uk_cruiser_southampton,6.0
uk_destroyer_g_grafton,3.7
uk_destroyer_hunt_4series,4.3
uk_destroyer_k_class,4.3
uk_destroyer_daring_class_diana,5.0
uk_destroyer_daring_class_daring,5.0
uk_cruiser_york,5.3
uk_destroyer_clemson_churchill,3.3
uk_minelayer_abdiel_class_abdiel,4.7
uk_cruiser_norfolk,5.7
uk_cruiser_london,5.7
uk_destroyer_v_class_verdun,3.7
uk_destroyer_v_class_valhalla,3.3
uk_destroyer_j_class,4.3
uk_destroyer_tribal_mohawk,4.3
uk_destroyer_haida,4.3
uk_destroyer_daring_class_diamond,5.0
uk_cruiser_liverpool,5.7
uk_destroyer_clemson_montgomery_g95,3.3
uk_destroyer_g_garland,3.7
uk_destroyer_battle_cadiz,4.7
uk_cruiser_tiger,6.0
ussr_cruiser_krasnyi_kavkaz,5.0
ussr_cruiser_krasnyi_krim,5.3
ussr_cruiser_kirov,5.7
ussr_cruiser_chapayev,6.0
ussr_battleship_poltava,6.3
ussr_battleship_parizhskaya_kommuna,6.7
ussr_battleship_novorossiysk,7.3
ussr_cruiser_mikhail_kutuzov,6.0
ussr_battleship_imperatritsa_mariya,6.7
ussr_battlecruiser_kronshtadt,7.3
ussr_cruiser_kerch,5.7
ussr_battleship_marat,6.7
ussr_cruiser_maxim_gorky,5.7
ussr_battlecruiser_izmail,7.0
ussr_battleship_arhangelsk,7.7
ussr_battleship_pr23_sovetskij_soyuz,8.7
ussr_battlecruiser_sevastopol,7.3
uk_destroyer_st_class_saumarez,4.0
ussr_battlecruiser_stalingrad,7.7
uk_egret_class,4.3
ussr_cruiser_chervona_ukraina,5.3
ussr_battleship_oktyabrskaya_revolutsiya,6.7
us_cruiser_atlanta_class_atlanta,5.7
us_cruiser_fargo_class,6.0
us_cruiser_brooklyn_class_brooklyn,6.3
us_battleship_texas,6.7
us_battleship_arizona_1931,7.3
us_cruiser_cleveland_class_cleveland,6.0
us_battleship_north_dakota,6.3
us_battleship_wyoming_class,6.7
us_battleship_nevada,7.3
us_cruiser_northampton_class,5.7
us_cruiser_new_orleans_class,6.0
us_cruiser_baltimore_class_pittsburgh,6.3
us_battlecruiser_alaska_class,7.3
us_cruiser_brooklyn_class_helena,6.3
us_cruiser_baltimore_class,6.3
us_battleship_arkansas,6.7
us_battleship_mississippi,7.7
us_cruiser_des_moines_class_newport_news,6.7
us_cruiser_des_moines_class,6.7
ussr_destroyer_frunze,3.3
ussr_destroyer_pr45,3.7
ussr_destroyer_7_besposhchadny,4.0
ussr_destroyer_moskva,4.3
ussr_destroyer_7y,4.7
ussr_cruiser_sverdlov,6.0
ussr_destroyer_regele_ferdinand_class_letuchiy,4.0
ussr_destroyer_pr30_ognevoy,4.3
ussr_destroyer_pr30bis_bezuprechnyi,4.3
ussr_destroyer_pr20_tashkent,5.0
ussr_destroyer_pr56_spokoinyy,5.3
ussr_destroyer_pr56_bravy,5.3
ussr_destroyer_kerch,3.3
ussr_destroyer_7_ryany,4.3
ussr_destroyer_pr30bis_smelyi,4.3
ussr_destroyer_leningrad,4.3
ussr_destroyer_pr56_blagorodny,5.3
ussr_cruiser_zheleznyakov,6.0
ussr_cruiser_shcherbakov,6.0
ussr_destroyer_7y_stroyny,4.7
ussr_destroyer_pr41_neustrashimy,5.3
ussr_cruiser_voroshilov,5.7
us_battleship_tennessee,7.7
ussr_cruiser_omaha_class_murmansk,5.0
us_battleship_colorado_class_colorado,7.7
us_battleship_iowa_class_iowa,8.7
us_battleship_colorado_class_maryland,7.7
ussr_destroyer_pr48k_erevan,5.0
us_battleship_south_dakota,8.3
us_battleship_oklahoma,7.0
us_battleship_north_carolina_class,8.3
us_destroyer_clemson_litchfield,3.3
us_destroyer_farragut_1942,3.7
us_destroyer_sumner,5.0
us_destroyer_gearing,5.0
us_destroyer_porter_1941,5.3
us_destroyer_somers,5.3
us_cruiser_worcester_class_roanoke,6.3
us_destroyer_clemson_barker,3.3
us_destroyer_fletcher,4.7
us_destroyer_mitscher,4.7
us_cruiser_omaha_class_trenton,5.0
us_cruiser_omaha_class_raleigh,5.0
us_cruiser_portland_class,5.7
us_cruiser_pensacola_class,5.7
us_destroyer_clemson_welborn_c_wood,3.3
us_destroyer_mitscher_wilkinson,4.7
us_destroyer_gearing_frank_knox,5.0
us_destroyer_fletcher_cowell,4.7
us_destroyer_porter_1942,5.3
us_destroyer_fletcher_bennion,4.7
us_destroyer_somers_davis,5.3
us_destroyer_porter_1944,5.0
us_cruiser_omaha_class_detroit,5.0
us_destroyer_bagley_class_bagley,4.0
us_destroyer_cf_adams_class_cf_adams,5.3
us_cruiser_oregon_class,6.3
us_destroyer_forrestsherman_class,5.3
us_destroyer_bagley_class_helm,4.0
us_destroyer_gridley,4.0
us_destroyer_mahan_class,4.3
