id,br_sim
f_16a_block_10_norway,12.0
f_16a_block_15_adf,12.3
f_16a_block_15_adf_italy,12.3
f_16a_block_15_belgium,12.0
f_16a_block_15_ocu_belgium,11.7
f_16a_block_15_ocu_thailand,12.7
f_16a_block_20_mlu,12.7
f_16a_block_5_netherlands,12.0
f_16a_block_72v_china,13.0
f_16c_block_40_barak_2,12.7
f_16c_block_50,12.7
f_16c_block_52_aesa,13.0
f_16d_block_40_barak_2,12.7
f_16i_sufa,13.0
f_16xl,12.3
f_20a,11.7
f_222_2,2.3
f_2a,12.7
f_2a_adtw,12.3
f_47n_25_re_china,4.7
f_4e_aup_greece,12.3
f_6c_pakistan,9.3
f_86em_greece,8.7
g4m1,2.7
g5n1,4.3
g8n1,6.3
gladiator_j8a,1.0
gladiator_j8a_iacobi,1.0
gladiator_mk1_belgium,1.0
gladiator_mk1_china,1.0
gladiator_mk2,1.3
gladiator_mk2_france,1.3
gladiator_mk2_navy,1.0
gladiator_mk2_silver,1.3
gladiator_mk2_tuck,1.0
go229_v3,7.0
g_55s,5.3
g_55_serie1,5.3
g_55_serie1_ss0,4.3
g_56,6.3
h-75a-1_france,1.7
h-75a-2_finland,2.7
h-75a-4_france,2.3
h-75m_china,2.0
h6k4,1.7
h8k2,3.7
h8k3,4.0
halifax_mk3,4.0
harrier_frs1,10.3
harrier_frs1_early,10.0
harrier_gr1,9.3
harrier_gr3,9.3
harrier_gr7,12.0
harrier_t10,11.7
hawk_200,10.7
hawk_200_rda,10.7
hawk_209_indonesia,10.7
hawk_iii,1.0
hawk_t1a,7.0
hawk_t1a_early,7.0
he-111h-16_winter,3.0
he-111h-2,2.0
he-111h-6,2.7
he-162a-1,6.0
he-162a-2,6.0
he-177a-3,6.0
he-177a-5,6.0
he51a1,1.0
he51b1,1.0
he51b_2w,1.0
he51c1,1.0
he51c1_late,1.0
hellcat_fmk1,3.3
he_100d_1,1.7
he_112a_0,2.0
he_112b_0,2.0
he_112b_1,2.0
he_112b_1_italy,2.0
he_112b_2,2.0
he_112v_5,1.3
he_115a_2_sweden,1.0
he_115c_1,1.3
he_219a_7,4.0
hornet_mk1,6.0
hornet_mk3,6.0
hp52_hampden_mk1_late,1.7
hp52_hampden_tbmk1,1.7
hp52_hampden_tbmk1_ussr_utk1,1.7
hp_12,1.0
hs-123a-1,1.0
hs-123a-1_china,1.0
hs-129b-2,2.3
hs-129b-2_romania,2.3
hs-129b-2_romania_italy,2.3
hs-129b-3,2.0
hudson_mk_v,2.0
hunter_f1,8.7
hunter_f50_sweden,8.7
hunter_f58a_1971_switzerland,9.0
hunter_f58_switzerland,9.7
hunter_f6,9.3
hunter_f6_holland,8.7
hunter_f9_rhodesia,9.3
hurricanemkii,2.3
hurricanemkii_ussr,3.0
hurricane_mk1,2.3
hurricane_mk1b,2.0
hurricane_mk1c,3.0
hurricane_mk1_late_ep,2.3
hurricane_mk1_late_finland,2.3
hurricane_mk4,2.0
i-153p,3.0
i-153_m62,2.3
i-153_m62_china,2.3
i-153_m62_zhukovskiy,2.3
i-15bis,1.0
i-15bis_china,1.0
i-15bis_krasnolutsky,1.0
i-15_1934,1.0
i-15_1935,1.0
i-15_1935_moscow,1.0
i-16_chung_28,1.3
i-16_type10,2.0
i-16_type10_china,2.0
i-16_type17_china,3.3
i-16_type18,2.7
i-16_type24,2.7
i-16_type27,3.3
i-16_type28,3.3
i-16_type5,1.3
i-16_type5_1935_china,1.3
iar_81c,3.0
iar_81c_db_605,3.0
iar_93b,9.3
ia_58a_pucara,4.3
il-10,5.0
il-10_1946,5.0
il-10_1946_china,5.0
il-10_1946_hungary,5.0
il-2i,3.0
il-2m,3.3
il-2m_mstitel,3.3
il-4,2.7
il_28,7.0
il_28sh,7.3
il_28_china,7.0
il_28_german,7.0
il_28_hungary,7.0
il_2m_1943,3.0
il_2_1941,2.3
il_2_1942_luftwaffe,3.0
il_2_37_1943,2.7
il_2_m82,2.7
il_8_1944,3.7
intruder_mk_1,2.0
itp_m1,4.3
i_180,3.0
i_185_m71_standard,4.3
i_185_m82,3.7
i_225,5.0
i_29,3.0
j1n1_mod11_early,2.3
j2m2,5.3
j2m3,5.7
j2m4_kai,5.3
j2m5,5.7
j2m5_30mm,5.3
j5n1,5.7
j6b,1.0
j6k1,6.7
j7w1,6.0
j8m1,8.3
j9_early,2.3
jaguar_a,10.7
jaguar_e,10.3
jaguar_gr1,9.3
jaguar_gr1a,10.3
jaguar_is,11.0
javelin_fmk9,8.3
jf_17,12.3
jh_7,10.3
jh_7a,12.0
jh_7a2,12.3
jh_7a_prototype,12.0
ju-188a-2,5.3
ju-288c,6.0
ju-388j,4.0
ju-87b-2,1.0
ju-87d-3,2.0
ju-87d-3_italy,2.0
ju-87d-5,3.0
ju-87g_1,1.3
ju-87g_2,1.7
ju-87r-2,1.3
ju-87r-2_italy,1.3
ju-87r-2_snake,1.3
ju-88a-1,2.0
ju-88a-4,3.0
ju-88a-4_finland,3.0
ju-88c-6,2.3
j_10a,12.3
j_10c,13.0
j_11,11.7
j_11a,12.7
j_11b,12.7
j_15t,13.0
j_16,13.0
j_22m1a,11.0
j_7d,9.7
j_7e,10.3
j_7_mk2,9.0
j_8b,10.3
j_8f,11.7
kfir_c10_colombia,12.0
kfir_c2,10.7
kfir_c7,11.3
kfir_canard,10.3
ki-27_otsu,2.0
ki-27_otsu_china,2.0
ki-27_otsu_ep,2.0
ki-45_hei,2.3
ki-45_hei_tei_china,2.3
ki-45_ko,2.7
ki-45_otsu,2.3
ki-45_tei,1.7
ki-49_1,3.0
ki-49_2a,3.0
ki-49_2b,3.7
ki-49_2b_late,3.7
ki-83,6.0
ki-96,3.7
kitsuka,7.0
ki_100_2,3.7
ki_100_early,4.3
ki_102_otsu,3.3
ki_108,3.7
ki_109,2.0
ki_10_1,1.0
ki_10_1_commander,1.0
ki_10_2,1.0
ki_10_2_commander,1.0
ki_21_1hei,2.0
ki_21_1ko,1.7
ki_32,1.3
ki_43_1,2.7
ki_43_2,2.7
ki_43_2_late,2.7
ki_43_3_ko,3.0
ki_43_3_otsu,4.0
ki_44_1,3.0
ki_44_1_ep,3.0
ki_44_2_hei,3.7
ki_44_2_hei_china,3.7
ki_44_2_otsu,3.0
ki_48_2_otsu,2.3
ki_61_1a_hei,5.0
ki_61_1a_hei_ep,5.0
ki_61_1a_ko,3.7
ki_61_1a_otsu,3.7
ki_61_1a_otsu_china,3.7
ki_61_1a_otsu_usa,3.7
ki_61_1a_tei,4.3
ki_61_2_early,4.7
ki_67_1_ko,4.3
ki_67_1_otsu,4.7
ki_84_hei,6.3
ki_84_ko,5.3
ki_84_ko_china,5.3
ki_84_otsu,6.0
ki_87,5.3
ki_93_1_ko,4.3
ki_94_2,6.0
la-11,5.3
la-11_china,5.3
la-15,8.0
la-5fn,3.7
la-5fn_luftwaffe,3.7
la-5_type37_early,3.0
la-5_type39,3.3
la-7,4.7
la-7b-20,5.0
la-7_dolgushin,4.7
la-9,6.0
la-9_china,6.0
lagg-3-11,2.0
lagg-3-23,2.3
lagg-3-34,2.3
lagg-3-35,2.3
lagg-3-4,2.3
lagg-3-66,2.7
lagg-3-8,2.0
lagg-i-301,3.0
lancaster_mk1,5.3
lancaster_mk3,5.3
lancaster_mr7_france,5.0
late_298d,1.3
la_174,8.0
la_200_toriy,7.7
leo_451_early,3.0
leo_451_late,3.0
lightning_f53,9.0
lightning_f6,9.0
lincoln_b2,6.0
l_39za,6.3
l_39za_art_thailand,7.7
martin_139wc,1.3
marut_mk1,8.7
maryland_mk1_france,2.0
mbr-2,1.0
mb_151c1,1.7
mb_152c1,2.3
mb_157,3.7
mb_162,5.0
mb_174_a3,2.7
mb_175t,3.3
mb_326b,6.7
mb_326k,7.7
mb_5,5.0
mc-202,3.0
mc-202_d,3.0
mc-202_ec,4.0
mc-202_italy,3.0
mc-205_n2,4.7
mc-205_serie1,3.7
mc-205_serie3,4.7
mc200_serie3,2.3
mc200_serie3_italy,2.3
mc200_serie7,2.3
mc200_serie7_italy,2.3
md_450b_barougan,7.7
md_450b_ouragan,7.7
md_450b_ouragan_iaf,7.7
md_450b_ouragan_iaf_29,7.7
md_452_mystere_2a,8.0
md_452_mystere_2c_preproduction,8.3
md_454_mystere_4a,8.7
md_454_mystere_4a_iaf,8.7
md_460,8.7
md_460_saar,8.7
md_460_sambad,8.7
md_460_yt_cup_2019,8.7
me-163b,8.0
me-163b-0,8.0
me-262a-1a,7.0
me-262a-1a_early,7.0
me-262a-1a_u4,6.3
me-262a-2a,6.7
me-262a1_u1,7.3
me-262c-1a,7.3
me-262c-2b,7.7
me-410a-1,3.3
me-410a-1_u2,3.3
me-410a-1_u4,2.7
me-410b-1,3.7
me-410b-1_u2,4.0
me-410b-2_u4,3.0
me-410b-6_r3,5.0
meteor_fmk3,7.3
meteor_fmk3_navy,7.3
meteor_fmk4_lw,7.7
meteor_fmk4_sw,8.0
meteor_fmk8,8.0
meteor_fmk8_belgium,8.0
meteor_fmk8_iaf,8.0
meteor_fmk8_reaper,8.0
meteor_frmk9_iaf,8.0
meteor_nfmk13,7.7
me_210a_1,2.7
me_210ca_1_40_mm_hungary,3.3
me_210ca_1_hungary,3.0
me_210_v22_japan,2.7
me_264,5.0
mig-15,8.3
mig-15bis_ish,8.3
mig-15bis_nr23_china,8.3
mig-15bis_nr23_german,8.3
mig-15bis_nr23_hungary,8.3
mig-15_ns23,8.0
mig-17,8.7
mig-17pf_hungary,8.7
mig-17p_lim_5p,8.7
mig-17_china,8.7
mig-17_cuba,9.0
mig-17_f5,9.0
mig-19j_6a,9.0
mig-19pt,9.0
mig-19s,9.0
mig-21_bis,10.3
mig-21_bison,11.7
mig-21_bis_lazur,10.3
mig-21_bis_sau,10.3
mig-21_bis_sau_hungary,10.3
mig-21_f13,9.0
mig-21_mf,9.7
mig-21_mf_hungary,9.7
mig-21_pfm,9.0
mig-21_s,9.7
mig-21_smt,9.7
mig-21_sps_k,9.0
mig-9,7.3
mig-9_china,7.3
mig-9_late_china,7.3
mig-9_ussr,7.3
mig_21_2000_iaf,11.3
mig_21_bis_finland,10.3
mig_23bn,9.3
mig_23m,10.3
mig_23mf_germany,10.3
mig_23mf_hungary,10.3
mig_23ml,10.7
mig_23mla,10.7
mig_23mld,10.7
mig_25pd,10.3
mig_27k,11.3
mig_27m,11.0
mig_29kr_9_41r,12.3
mig_29m_9_15,12.3
mig_29n,12.0
mig_29smt_9_19,12.3
mig_29_9_12,11.7
mig_29_9_12b_hungary,11.7
mig_29_9_12g,11.7
mig_29_9_12_germany,11.7
mig_29_9_12_sniper,11.7
mig_29_9_13,11.7
mig_35,13.0
mig_3_series_1_15,2.0
mig_3_series_1_15_bk_pod,2.3
mig_3_series_34,2.7
mirage_2000c_s4,11.3
mirage_2000c_s5,11.3
mirage_2000d_r1,11.3
mirage_2000d_rmv,13.0
mirage_2000_5eg_mk2_greece,12.7
mirage_2000_5ei,12.7
mirage_2000_5f,12.7
mirage_3c,9.7
mirage_3cj,9.7
mirage_3e,9.7
mirage_3s_c70_switzerland,9.7
mirage_4000,12.0
mirage_5ba,9.7
mirage_5f,9.7
mirage_f1c,11.3
mirage_f1cg_greece,11.0
mirage_f1ct,11.3
mirage_f1c_200,11.3
mirage_milan,9.7
morko_morane,2.3
mosquito_b_mk16,3.3
mosquito_fb_mk18,3.0
mosquito_fb_mk26_china,3.3
mosquito_fb_mk6,3.3
mosquito_fb_mk6_ash_norway,3.3
mosquito_fb_mk6_norway,3.3
mosquito_f_mk2_norway,3.7
mosquito_j30_sweden,3.7
mosquito_nf_mk2,3.7
mosquito_tr_mk33,3.3
ms_405c1,2.0
ms_406c1,2.0
ms_410c1,2.3
m_346fa,12.3
n1k1_ja,5.7
n1k1_kyuofu,2.3
n1k2_j,6.0
n1k2_jko,6.0
nc_223_3,3.0
nesher,9.7
nf_5a_netherlands,9.7
nimrod_mk1,1.0
nimrod_mk2,1.0
os2u_1,1.0
os2u_3,1.0
p-26a_33,1.0
p-26a_34,1.0
p-26a_34_m2,1.0
p-26b_35,1.0
p-36a,1.3
p-36a_rasmussen,1.3
p-36c,1.7
p-36c_rb,1.7
p-36g,2.7
p-38e,3.0
p-38g,3.3
p-38g_metal,3.3
p-38j,4.3
p-38j_marge,4.3
p-38k,5.3
p-38l,4.3
p-38l_1_china_rocaf,4.3
p-39k_1,2.7
p-39n,2.7
p-39n_su,3.0
p-39q_15,3.3
p-39q_25_france,3.7
p-39q_5,2.7
p-400,2.0
p-40c,2.3
p-40c_china,2.3
p-40e,2.7
p-40e_china,2.7
p-40e_td,2.7
p-40e_ussr,2.7
p-40f-5_france_ep,2.7
p-40f_10,2.7
p-43a-1,2.7
p-43a-1_china,2.7
p-47d,4.3
p-47d-28,5.0
p-47d_16_re_germany,3.7
p-47d_22_re,3.7
p-47d_22_re_france,3.7
p-47d_23_ra_china_rocaf,3.7
p-47d_30_china,5.0
p-47d_30_italy,5.0
p-47d_luftwaffe,4.3
p-47d_ussr,4.3
p-47m-1-re,5.7
p-47m-1-re_boxted,5.7
p-47n-15,4.7
p-51a_tl,3.0
p-51b,3.7
p-51b_7_sweden,3.7
p-51c-10-nt,3.7
p-51c-10_france,3.7
p-51c-11-nt_china,3.7
p-51c-11-nt_japan,3.7
p-51d-10,4.3
p-51d-20-na,4.0
p-51d-20-na_iaf,4.0
p-51d-20-na_j26,4.0
p-51d-20_china,4.0
p-51d-30_usaaf_korea,5.0
p-51d-5,4.0
p-51h-5_na,6.3
p-51k,5.0
p-51_a-36,2.7
p-51_mk1a_usaaf,3.7
p-59a,6.0
p-61a_1,3.7
p-61c_1,4.0
p-63a-10,4.0
p-63a-10_ussr,4.0
p-63a-5,3.3
p-63a-5_ussr,3.3
p-63c-5,4.0
p-63c-5_france,4.0
p-63c-5_kingcobra_animal_version,4.0
p-63c-5_ussr,4.0
p-66,2.3
p1y1_mod11,3.3
p1y1_mod11_china,3.3
pb4y-2,4.7
pb4y-2_china,4.7
pb4y-2_france,4.7
pbj_1h,3.7
pbj_1j,3.7
pbm_1,2.0
pbm_3,3.0
pbm_5a,3.3
pby-5,1.3
pby-5a,1.7
pby-5a_late_france,1.7
pby-5a_raf,1.7
pby-5a_ussr,1.7
pe-2-1,3.3
pe-2-110,3.3
pe-2-205,3.7
pe-2-31,3.3
pe-2-359,4.3
pe-2-83,3.0
pe-3,2.0
pe-3_bis,2.7
pe-3_early,2.0
pe-8_m82,4.7
po-2,1.0
po-2m,1.0
potez_630,2.3
potez_631,2.3
potez_633,1.3
pv_2d,3.7
pyorremyrsky,4.3
p_108a_serie2,2.3
p_108b_serie1,3.3
p_108b_serie2,3.7
quing_6,5.0
q_5a,9.0
q_5l,10.3
q_5_early,8.7
r2y2_kai,8.0
r2y2_v1,8.0
r2y2_v2,8.0
rafale_c_f3,13.0
rafale_eg_greece,13.0
rafale_m_f3r,13.0
re_2000_ga,2.3
re_2000_heja_1,2.0
re_2000_heja_2,2.3
re_2000_int,2.3
re_2000_j20,2.0
re_2001_cb,3.0
re_2001_cn,3.3
re_2001_serie1,3.0
re_2001_serie1_ep,3.0
re_2002_early,2.3
re_2005_serie0,6.3
re_2005_vdm,6.3
ro_44,1.0
ro_57_quadriarma,2.7
saab_105g,8.7
saab_105oe,8.3
saab_a21a_3,4.3
saab_a21rb,6.7
saab_a32a,9.0
saab_a32a_red_adam,9.0
saab_aj37,10.3
saab_ajs37,10.7
saab_ajs37_early,10.7
saab_b17a,1.7
saab_b17b,1.3
saab_b17bs,1.0
saab_b18a,2.3
saab_b18b,4.0
saab_b3c,1.3
saab_f35_wdns,10.3
saab_j21a_1,4.3
saab_j21a_2,4.3
saab_j21ra,6.7
saab_j29a,7.7
saab_j29b,7.7
saab_j29d,8.0
saab_j29f,8.7
saab_j32b,9.0
saab_j35a,9.3
saab_j35d,10.0
saab_j35j,10.0
saab_j35xs,10.0
saab_ja37,11.0
saab_ja37d,11.0
saab_ja37di,11.7
saab_ja37di_f21,11.7
saab_jas39a,12.0
saab_jas39c,12.7
saab_jas39c_hungary,12.7
saab_jas39c_south_africa,12.7
saab_jas39c_thailand,12.7
saab_jas39d,12.7
saab_jas39e,13.0
saab_sk60b,7.0
saab_t18b_1,4.0
saab_t18b_2,4.0
sagittario_2,9.3
sb2c_1c,2.7
sb2c_4,3.7
sb2c_5_france,3.7
sb2c_5_greece,3.7
sb2c_5_thailand,3.7
sb2u-2,1.0
sb2u-3,1.7
sbd-3,2.0
sb_25j_netherlands,3.7
sb_2m_100,1.0
sb_2m_103c,2.0
sb_2m_103u,2.3
sb_2m_103u_china,2.3
sb_2m_103u_mv3,2.3
sb_2m_103_mv3,1.7
sb_2m_105,2.7
scimitar_f1,9.0
seafire_fr47,6.0
seafire_mk17,5.7
seafire_mk3,5.3
seafire_mk3_france,5.3
sea_fury_fb11,5.7
sea_fury_fb51,5.7
sea_harrier_fa2,12.0
sea_hawk_fga50_netherlands,8.0
sea_hawk_fga6,8.0
sea_hawk_mk100,8.0
sea_venom_faw20,7.7
se_203,8.3
shackleton_mr_mk_2,6.0
sm_79_1936,1.7
sm_79_1936_italy,1.7
sm_79_1937,2.3
sm_79_1939,2.0
sm_79_1939_italy,2.0
sm_79_1941,2.3
sm_79_1941_italy,2.3
