id,br_arcade
fr_crusader_mk_2,2.7
fr_cv_9035_nl,9.7
fr_embt,12.7
fr_fcm_36,1.0
fr_hotchkiss_h35,1.0
fr_hotchkiss_h39,1.0
fr_hotchkiss_h39_cambronne,1.0
fr_jaguar_ebrc,11.0
fr_leclerc_azur,12.7
fr_leclerc_s1,12.7
fr_leclerc_s2,12.7
fr_leclerc_sxxi,12.7
fr_leopard_1a5be,9.3
fr_leopard_2a4nl,10.7
fr_leopard_2a4nl_les,10.7
fr_leopard_2a5nl,12.3
fr_leopard_2a6nl,12.7
fr_lorraine_100,5.7
fr_lorraine_155,4.3
fr_lorraine_37l,1.3
fr_lorraine_40t,7.7
fr_lvt_bofors,3.7
fr_m10,3.7
fr_m26_pershing,6.7
fr_m36b2_cefeo,5.7
fr_m3a3_stuart,2.7
fr_m44,3.7
fr_m46_patton,7.0
fr_m4a1_sherman,3.7
fr_m4a1_sherman_fl_10,4.7
fr_m4a3e2_sherman_jumbo,5.7
fr_m4a3_105_sherman,3.3
fr_m4a4_cn_75_50,5.0
fr_m4a4_sherman,3.7
fr_m55,3.7
fr_marder_clovis,8.0
fr_marder_df_105,8.0
fr_mars_15,8.3
fr_msc,11.0
fr_panhard_ebr_1951,4.7
fr_panhard_ebr_1954,7.0
fr_panhard_ebr_1963,7.7
fr_pzkpfw_v_panther_dauphine,6.0
fr_renault_d2,1.3
fr_renault_r39,1.0
fr_saint_chamond,1.0
fr_samp_t_fcs,12.7
fr_sk105_a2,8.7
fr_somua_s35,1.3
fr_somua_sau40,1.7
fr_somua_sm,7.7
fr_tpk_641_vpc,5.7
fr_vab_santal,9.3
fr_vbci,9.3
fr_vbci2_mct30,9.7
fr_vcac_mephisto,8.7
fr_vextra_105,10.0
germ_9a33bm3,10.3
germ_9a35_m,11.0
germ_a7v,1.0
germ_amd_35_kwk,2.0
germ_amd_35_kwk39,2.7
germ_begleitpanzer_57,9.7
germ_beutepanzer_mk_iv,1.0
germ_bmp_1_ddr,8.0
germ_boxer_3105,10.3
germ_boxer_swatrinf,10.7
germ_embt,12.7
germ_erprobungstrager_3_achs_turm,8.3
germ_flakpanzer_38t_gepard,2.0
germ_flakpanzer_iv_kugelblitz,6.7
germ_flakpanzer_iv_ostwind,4.0
germ_flakpanzer_iv_ostwind_2,5.7
germ_flakpanzer_iv_ostwind_2_net,5.7
germ_flakpanzer_iv_wirbelwind,4.0
germ_flakpanzer_i_ausf_a,1.3
germ_flakpanzer_v_coelian,7.0
germ_flakpanzer_zerstorer_45,6.0
germ_flakpz_1a2_gepard,9.7
germ_flakpz_i_gepard,8.3
germ_flarakpz_1,10.0
germ_flarakrad,11.7
germ_garford_putilov,1.0
germ_hummel,3.3
germ_infanterie_kampfpanzer_churchill,4.0
germ_iris_slm_fcs,12.7
germ_jaguar_2,8.7
germ_jgdpz_38t,4.7
germ_jgdpz_iv_l48,4.7
germ_kanonenjagdpanzer,6.3
germ_kpz_70,9.3
germ_kpz_t72m1,9.3
germ_kv_1b_finland,4.3
germ_kv_1_kwk_40,5.0
germ_kv_2_754r,3.7
germ_leopard_1a5,9.3
germ_leopard_2a4,10.7
germ_leopard_2a4m_can,12.0
germ_leopard_2a4m_can_sm,12.0
germ_leopard_2a4_pzbtl_123,10.7
germ_leopard_2a5,12.3
germ_leopard_2a5_pso,12.7
germ_leopard_2a5_yt_cup_2019,12.3
germ_leopard_2a6,12.7
germ_leopard_2a7v,12.7
germ_leopard_2av,10.3
germ_leopard_2k,10.0
germ_leopard_2pl,12.3
germ_leopard_2_pt14,10.7
germ_leopard_a1a1_120,9.3
germ_leopard_c2_mexas,9.3
germ_leopard_i,8.0
germ_leopard_i_a1,8.7
germ_le_kpz_m41,6.3
germ_m109g,5.7
germ_m44,3.7
germ_m55,3.7
germ_marder_1a1,7.7
germ_marder_1a3,8.0
germ_marder_clovis,8.0
germ_marder_df_105,8.0
germ_mkpz_m47,7.3
germ_mkpz_m48a2c,7.7
germ_mkpz_m48a2ga2,8.3
germ_mkpz_super_m48,9.3
germ_nbfz_vi,1.3
germ_panther_ii,7.0
germ_panzerbefelhswagen_iv_ausf_j,4.0
germ_panzerbefelhswagen_jagdpanther,6.3
germ_panzerbefelhswagen_vi_p,5.7
germ_panzerjager_1,1.3
germ_panzerjager_nashorn,5.3
germ_panzerjager_panther,6.3
germ_panzerjager_tiger,7.3
germ_panzerjager_tiger_p_elefant,7.0
germ_panzerjager_tiger_p_ferdinand,7.0
germ_panzerwerfer_42,2.3
germ_pzh_2000,8.0
germ_pzkpfw_35t,1.0
germ_pzkpfw_38t_aufklarungspanzer,1.7
germ_pzkpfw_38t_ausf_a,1.3
germ_pzkpfw_38t_ausf_f,2.0
germ_pzkpfw_38t_marder_iii,2.3
germ_pzkpfw_38t_marder_iii_ausf_h,2.7
germ_pzkpfw_38t_na,2.3
germ_pzkpfw_e_100,8.0
germ_pzkpfw_iii_ausf_b,1.0
germ_pzkpfw_iii_ausf_e,1.0
germ_pzkpfw_iii_ausf_f,1.3
germ_pzkpfw_iii_ausf_j,2.7
germ_pzkpfw_iii_ausf_j_l42,2.3
germ_pzkpfw_iii_ausf_j_td,2.7
germ_pzkpfw_iii_ausf_l,3.0
germ_pzkpfw_iii_ausf_m,3.3
germ_pzkpfw_iii_ausf_n,3.3
germ_pzkpfw_ii_ausf_c,1.3
germ_pzkpfw_ii_ausf_c_dak,1.3
germ_pzkpfw_ii_ausf_c_td,1.3
germ_pzkpfw_ii_ausf_f,1.7
germ_pzkpfw_ii_ausf_h,2.3
germ_pzkpfw_iv_ausf_c,1.3
germ_pzkpfw_iv_ausf_e,2.3
germ_pzkpfw_iv_ausf_f,2.3
germ_pzkpfw_iv_ausf_f2,3.3
germ_pzkpfw_iv_ausf_g,3.7
germ_pzkpfw_iv_ausf_h,4.0
germ_pzkpfw_iv_ausf_j,4.0
germ_pzkpfw_maus,8.0
germ_pzkpfw_vi_ausf_b_tiger_iih,7.0
germ_pzkpfw_vi_ausf_b_tiger_iih_kwk46,7.0
germ_pzkpfw_vi_ausf_b_tiger_iih_sla,7.0
germ_pzkpfw_vi_ausf_b_tiger_iip,6.3
germ_pzkpfw_vi_ausf_e_tiger,6.0
germ_pzkpfw_vi_ausf_h1_tiger,5.7
germ_pzkpfw_vi_ausf_h1_tiger_animal_version,5.7
germ_pzkpfw_vi_ausf_h1_tiger_east,5.7
germ_pzkpfw_vi_ausf_h1_tiger_west,5.7
germ_pzkpfw_vi_tiger_p,5.3
germ_pzkpfw_v_ausf_a_panther,6.0
germ_pzkpfw_v_ausf_d_panther,5.7
germ_pzkpfw_v_ausf_f_panther,6.0
germ_pzkpfw_v_ausf_g_panther,6.0
germ_pzkpfw_v_ersatz_m10,6.0
germ_pzsflk40_sturer_emil,4.0
germ_pzsfl_iva_dickermax,4.0
germ_pz_iv_l70,5.3
germ_pz_iv_l70_a,4.3
germ_radpanzer_90,10.0
germ_raketenjagdpanzer_2,8.0
germ_raketenjagdpanzer_2_hot,8.3
germ_ru251,7.0
germ_schutzenpanzer_puma,10.3
germ_schutzenpanzer_puma_vjtf,11.0
germ_schutzenpanzer_puma_vjtf_mod,11.0
germ_sdkfz_221_s_pz_b_41,1.0
germ_sdkfz_222,1.7
germ_sdkfz_234_1,2.0
germ_sdkfz_234_2,3.3
germ_sdkfz_234_2_mod,3.3
germ_sdkfz_234_2_td,3.3
germ_sdkfz_234_3,2.0
germ_sdkfz_234_4,4.7
germ_sdkfz_251_10,1.0
germ_sdkfz_251_21,3.3
germ_sdkfz_251_22,3.0
germ_sdkfz_251_9,1.3
germ_sdkfz_6_2_flak36,2.3
germ_sdkfz_9_flak37,4.7
germ_sk105_a2,8.7
germ_sppz2_luchs_a2,7.3
germ_spz_12_3,7.0
germ_spz_oerlikon_raketenautomat,7.7
germ_stug_iii_ausf_a,2.3
germ_stug_iii_ausf_f,3.3
germ_stug_iii_ausf_g,4.0
germ_stuh_iii_ausf_g,3.3
germ_sturmmorser_sturmtiger,6.0
germ_sturmpanzer_ii,1.0
germ_sturmpanzer_iv_brummbar,4.7
germ_thyssen_henschel_tam,9.0
germ_thyssen_henschel_tam_2c,10.3
germ_thyssen_henschel_tam_2ip,9.3
germ_th_400,9.3
germ_th_800_bismark,9.0
germ_t_34_747,4.3
germ_vilkas,10.7
germ_vk_3002m,5.0
germ_vsw_flak_41,5.7
germ_vt_1_2,8.3
germ_waffentrager_krupp_steyr,5.7
germ_wiesel_1_mk20,7.3
germ_wiesel_1_tow,9.0
germ_wiesel_2_adwc,9.7
il_9a33bm3,10.3
il_aml_90,7.3
il_amx_13_75,6.7
il_centurion_mk_5_shot,7.7
il_centurion_shot_kal_alef,8.0
il_centurion_shot_kal_d,9.0
il_centurion_shot_kal_gimel,8.7
il_eitan,11.3
il_hunter_afv,10.7
il_leopard_2a6_hel,12.7
il_m109,5.7
il_m109a1,6.0
il_m113a1_tow,8.3
il_m113_hvms,7.7
il_m163_vulcan,7.7
il_m48a1_patton_iii,7.7
il_machbet,9.3
il_magach_2,7.7
il_magach_3,8.0
il_magach_3_idf,8.0
il_magach_5,8.0
il_magach_6,8.0
il_magach_6a,8.0
il_magach_6b,8.7
il_magach_6b_gal,9.3
il_magach_6b_gal_batash,9.3
il_magach_6c,9.3
il_magach_6m,9.0
il_magach_6r,8.7
il_magach_6_rocket,8.7
il_magach_7c,9.3
il_merkava_mk_1,9.3
il_merkava_mk_1b,9.7
il_merkava_mk_2b_early,9.7
il_merkava_mk_2d,10.0
il_merkava_mk_3b,11.3
il_merkava_mk_3c,11.3
il_merkava_mk_3_raam_segol,11.3
il_merkava_mk_4b,12.3
il_merkava_mk_4m,12.7
il_merkava_mk_4_lic,12.3
il_mim_72_chaparral,9.3
il_m_51,6.3
il_m_51_w,6.3
il_namer_rcws_30,11.3
il_namer_tsrikhon,11.3
il_sabra_mk1,10.0
il_sholef,7.3
il_spyder_aio,12.7
il_ss_11_halftrack,6.7
il_tcm_20,4.3
il_tiran_4,8.0
il_tiran_4_sh,8.0
il_tiran_6,8.7
il_tor_m1,11.3
il_zsu_23_4,8.0
il_zsu_57_2,7.0
it_2s1,5.7
it_39m_csaba,1.0
it_40m_turan_1,2.3
it_40_43m_zrinyi_2,2.7
it_41m_turan_2,2.3
it_43m_turan_3,4.3
it_44m_zrinyi_1,4.0
it_9a33bm3,10.3
it_9a35_m,11.0
it_ab_41,1.0
it_ab_43,2.3
it_ariete_amv_pt1,12.3
it_as_42_47,1.7
it_as_42_metropolitana,1.3
it_aubl_74_60_70m,8.0
it_b1_centauro,9.3
it_b1_centauro_romor,9.7
it_breda_52_autocannone,4.0
it_btr_80a_hungary,7.3
it_c13_t90,7.0
it_c13_tua,8.3
it_c1_ariete,11.7
it_c1_ariete_certezza,11.7
it_c1_ariete_preserie,10.7
it_c1_ariete_pso,11.7
it_centauro_2,12.3
it_centauro_mgs_120,11.7
it_centauro_rgo_120,11.7
it_dardo_vcc,10.0
it_fiat_6614_106sr,6.7
it_fiat_6614_firos,7.7
it_fiat_6616_cockerill,6.7
it_fiat_6616_ub,6.0
it_fiat_cm52,2.3
it_freccia,10.7
it_freccia_hitfist_ows,10.7
it_kf_41,11.0
it_l3_cc,1.0
it_l6,1.0
it_l6_leone,1.0
it_lancia3ro_100,2.0
it_leopard_1a2,8.0
it_leopard_1a5,9.3
it_leopard_2a4,10.7
it_leopard_2a7_hungary,12.7
it_leopard_bofors,6.0
it_m109g,5.7
it_m113a1_tow,8.3
it_m11_39,1.0
it_m13_40_serie_1,1.7
it_m13_40_serie_2,2.0
it_m13_40_serie_3,2.0
it_m14_41,2.3
it_m14_41_47_40,2.3
it_m15_42,2.7
it_m15_42_contraereo,4.0
it_m18_hellcat,5.3
it_m24_chaffee,3.7
it_m26a1_pershing,6.7
it_m26_ariete,6.7
it_m36b1,5.7
it_m3a3_stuart,2.7
it_m44,3.7
it_m47_105,7.7
it_m4a4_sherman,3.7
it_m55,3.7
it_m60a1_ariete,8.0
it_of_40_mk_1,8.0
it_of_40_mk_2a,9.0
it_of_40_mtca,9.3
it_otobreda_sidam_25,8.0
it_otobreda_sidam_25_mistral,10.0
it_otomatic,11.3
it_oto_r3_106sr,7.7
it_oto_r3_t20_fa,5.7
it_palmaria,6.7
it_pzh_2000,8.0
it_pzh_2000_hu,8.0
it_pzkpfw_iii_ausf_n,3.3
it_pzkpfw_iv_ausf_g,4.0
it_pzkpfw_vi_ausf_e_tiger,6.0
it_p_26_40,3.3
it_p_40,3.3
it_sahariano,2.7
it_samp_t_fcs,12.7
it_semovente_breda_501,4.7
it_semovente_l40,1.3
it_semovente_m41m_90,3.7
it_semovente_m41_75_18,2.0
it_semovente_m41_75_32,2.3
it_semovente_m42_75_34,2.3
it_semovente_m43_105,3.0
it_semovente_m43_105_leoncello,3.0
it_semovente_m43_75_34,3.3
it_semovente_m43_75_46,4.7
it_sherman_75_37,3.7
it_sherman_vc_firefly,5.0
it_sherman_vii,4.7
it_stug_iii_ausf_g,4.3
it_toldi_ii_a,1.3
it_t_72m1,9.3
it_vbc_pt2,9.3
it_vcc_80_hitfist_30,10.0
it_vcc_80_hitfist_60,9.3
it_vrcc_centauro,9.7
it_zsu_23_4,8.0
it_zsu_57_2,7.0
jp_btr_3e1,9.0
jp_halftrack_m16,2.7
jp_harimau,10.3
jp_hiro_sha,1.7
jp_icv_ifv_prototype,9.7
jp_icv_prototype,9.7
jp_leopard_2ri,12.7
jp_m163_vulcan,7.7
jp_m19,4.3
jp_m24_chaffee,3.7
jp_m36b2_jgsdf,5.7
jp_m41_walker_bulldog,6.0
jp_m42_duster,4.3
jp_m44,3.7
jp_m47_patton_ii,7.3
jp_m4a3e8_76w_sherman,5.3
jp_m60a3_tts,9.0
jp_navy_120mm_spg,3.0
jp_oplot_t,12.3
jp_pzkpfw_vi_ausf_e_tiger,6.0
jp_stingray,9.3
jp_st_a1,6.3
jp_st_a2,6.3
jp_st_a3,6.7
jp_st_b1,8.3
jp_sub_i_ii_20mm,5.3
jp_tkx_prot,12.7
jp_type_03_chusam_fcs,12.7
jp_type_10,12.7
jp_type_10_prototype,12.0
jp_type_16,9.7
jp_type_16_mcv_prot,9.3
jp_type_16_mod,9.3
jp_type_1_chi_he,2.7
jp_type_1_chi_he_5th_regiment,2.7
jp_type_2_ho_i,2.3
jp_type_2_ho_ni_2,2.0
jp_type_2_ka_mi,1.0
jp_type_3_chi_nu,3.3
jp_type_3_chi_nu_75cm_type_5,4.3
jp_type_3_ho_ni_i,2.0
jp_type_3_ho_ni_iii,2.3
jp_type_3_ka_chi,2.0
jp_type_4_chi_to,4.7
jp_type_4_chi_to_late,4.7
jp_type_4_ho_ro,1.3
jp_type_5_chi_ri,5.7
jp_type_5_ho_ri_production,7.3
jp_type_5_ho_ri_prototype,7.0
jp_type_5_na_to,3.3
jp_type_60_atm,6.7
jp_type_60_sprg,6.7
jp_type_61,6.3
jp_type_61_mod,6.3
jp_type_74,9.0
jp_type_74_c,8.3
jp_type_74_f,9.0
jp_type_74_mod_g_kai,9.3
jp_type_74_red_star,8.3
jp_type_75,6.7
jp_type_75_mlrs,7.0
jp_type_81_tansam,11.7
jp_type_81_tansam_fcs,12.0
jp_type_87,8.3
jp_type_87_rcv,9.0
jp_type_87_rcv_prot,7.7
jp_type_89,9.0
jp_type_89b_i_go_otsu,1.0
jp_type_90,11.7
jp_type_90b,11.7
jp_type_90b_camo,11.7
jp_type_90b_sm,11.7
jp_type_93,9.3
jp_type_94,1.3
jp_type_95_ha_go,1.0
jp_type_95_ha_go_commander,1.0
jp_type_95_heavy,1.3
jp_type_95_so_ki,3.0
jp_type_97_chi_ha,1.3
jp_type_97_chi_ha_12cm,2.0
jp_type_97_kai,2.3
jp_type_97_kai_td,2.3
jp_type_98_ke_ni,1.0
jp_type_98_ta_se,1.7
jp_type_99,7.3
sw_asrad_r,10.3
sw_a_34_comet,5.0
sw_bkan_1c,7.0
sw_bmp_2md,8.7
sw_bt_42,2.0
sw_charioteer_mk_7,6.0
sw_crotale_ng,12.0
sw_cv_90105,8.7
sw_cv_90105_tml,10.3
sw_cv_90120,12.0
sw_cv_9030_fin,9.3
sw_cv_9035_dk,9.7
sw_cv_90_mk4,10.7
sw_eldenhet_98,12.0
sw_ikv_103,4.0
sw_ikv_72,1.7
sw_ikv_73,2.7
sw_ikv_91,7.3
sw_ikv_91_105,8.7
sw_itpsv_90,8.7
sw_k9_vidar,8.0
sw_kungstiger,6.3
sw_kv_1_1942_fin,4.7
sw_lago_1,2.3
sw_landsverk_ush_204_gk,5.0
sw_landsverk_ush_405,7.7
sw_leopard_1a5no,9.3
sw_leopard_2a4_fin,10.7
sw_leopard_2a6nl,12.7
sw_lvkv_42,4.7
sw_lvkv_90c,10.3
sw_lvrbv_701,9.3
sw_l_62_anti_ii,3.7
sw_m24_chaffee_dk,3.7
sw_nasams_fcs,12.7
sw_nomads,12.0
sw_patria_amv_ctcv_105,9.7
sw_pbil_m40,2.0
sw_pbv_301,2.3
sw_pbv_302_bill,8.7
sw_pbv_501,6.7
sw_pt_76b,5.0
sw_pvkv_ii,4.0
sw_pvkv_iii,3.3
sw_pvkv_iv,3.0
sw_pvkv_m43_1946,4.0
sw_pvkv_m43_1963,4.7
sw_pvlvv_fm42,1.3
sw_pvrbv_551,8.0
sw_pzkpfw_iv_ausf_j,4.0
sw_sav_fm48,4.0
sw_sav_m43_1944,1.7
sw_sav_m43_1946,3.0
sw_sherman_3_4,3.7
sw_stormpjas_fm43_44,2.3
sw_strf_9056,10.7
sw_strf_90b,9.7
sw_strf_90c,10.3
sw_strv121b_christian2,10.7
sw_strv_101,8.0
sw_strv_103a,8.0
sw_strv_103c,8.7
sw_strv_103_0,8.0
sw_strv_104,8.7
sw_strv_105,9.3
sw_strv_121,10.7
sw_strv_122,12.7
sw_strv_122b_plss,12.7
sw_strv_122b_plus,12.7
sw_strv_74,5.7
sw_strv_81,7.7
sw_strv_81_rb52,7.7
sw_strv_m31,1.0
sw_strv_m38,1.0
sw_strv_m39,1.0
sw_strv_m39_td,1.0
sw_strv_m40l,2.0
sw_strv_m41_s1,2.7
sw_strv_m41_s2,2.3
sw_strv_m42_delat_torn,5.0
sw_strv_m42_eh,2.7
sw_tgdgb_m40_lv,3.0
sw_t_28,2.0
sw_t_34_1941,4.0
sw_t_34_85_zis_53,5.7
sw_t_50_fin,3.0
sw_t_54_1951,8.0
sw_t_55m,8.7
sw_t_72m1,9.3
sw_t_80u,11.3
sw_udes_33,8.3
sw_veak_40,7.7
sw_vickers_mk_e_37,1.0
sw_vickers_mk_e_45,1.0
sw_zsu_57_2,7.0
uk_17_pdr_m10_achilles,3.7
uk_17_pdr_m10_achilles_norfolk_yeomanry,3.7
uk_3_inch_gun_carrier,3.0
uk_9a33bm2,10.3
uk_9a35_m,11.0
uk_a17_mk_1_tetrarch,1.0
uk_a1e1_independent,1.3
uk_a25_mk_8,2.3
uk_a27m_cromwell_1,3.7
uk_a27m_cromwell_5,3.7
uk_a27m_cromwell_5_rp3,3.7
uk_a30_challenger,5.0
uk_a30_sp_avenger,4.7
uk_a30_sp_avenger_kit_3rank,4.7
uk_a39_tortoise,6.7
uk_ac1_sentinel,3.3
uk_ac4_thunderbolt,5.3
uk_adats_m113a3,11.7
uk_ajax,10.3
uk_alecto_mk_1,1.7
uk_arjun_mk1,10.7
uk_armored_car_aec_mk_2,3.3
uk_armored_car_mk_2_aa,3.7
uk_as_90_mk_2,7.0
uk_a_12_mk_2_matilda_2,2.7
uk_a_13_mk1,1.0
uk_a_13_mk1_3rd_rtr,1.0
uk_a_13_mk2,1.3
uk_a_13_mk2_1939,1.3
uk_a_22b_mk_3_churchill_1942,4.0
uk_a_22f_mk_7_churchill_1944,5.0
uk_a_22f_mk_7_churchill_crocodile,5.0
uk_a_22_mk_1_churchill_1941,3.0
uk_a_33_excelsior,4.3
uk_a_34_comet,5.0
uk_a_34_comet_iron_duke,5.0
uk_a_43_black_prince,6.0
uk_badger,9.0
uk_bosvark,5.3
uk_boxer_crv_block2,10.7
uk_centurion_action_x,7.7
uk_centurion_mk_1,6.0
uk_centurion_mk_10,8.0
uk_centurion_mk_2,6.7
uk_centurion_mk_3,7.7
uk_centurion_mk_3_ss11,7.7
uk_centurion_mk_5_avre_era,8.0
uk_centurion_mk_5_raac,7.7
uk_centurion_shot_kal_d,9.0
uk_challenger_1,10.3
uk_challenger_1_mk_3_gulf,10.7
uk_challenger_2e,12.7
uk_challenger_2_bn,12.7
uk_challenger_2_dorchester,11.7
uk_challenger_2_lep,12.0
uk_challenger_2_megatron,11.7
uk_challenger_2_megatron_sm,11.7
uk_challenger_2_tes,11.7
uk_challenger_ii,11.7
uk_challenger_ii_yt_cup_2019,11.7
uk_challenger_mk_3,10.7
uk_charioteer_mk_7,6.0
uk_chieftain_900,9.0
uk_chieftain_marksman,8.3
uk_chieftain_mk_10,9.0
uk_chieftain_mk_3,8.7
uk_chieftain_mk_5,8.7
uk_churchill_avre,2.7
uk_churchill_na75,4.3
uk_concept3_ngac,4.3
uk_conqueror_mk_2,7.7
uk_cruiser_ram_1,3.0
uk_crusader_aa_mk_1,3.0
uk_crusader_aa_mk_2,4.3
uk_crusader_aa_mk_2_kit_3rank,4.3
uk_crusader_mk_2,2.7
uk_crusader_mk_2_the_saint,2.7
uk_crusader_mk_3,3.0
uk_daimler_mk_2,1.3
uk_desert_warrior,9.7
uk_eland_90_mk_7,7.3
uk_falcon,8.3
uk_fv102_striker,8.3
uk_fv107_scimitar,7.3
uk_fv107_scimitar_mk2,8.3
uk_fv221_caernarvon,7.7
uk_fv4004_conway,6.7
uk_fv4005,6.0
uk_fv4202,7.3
uk_fv438_swingfire,8.0
uk_fv510_isv,8.3
uk_fv721_fox,7.7
uk_g6_spg,6.3
uk_khalid,9.3
uk_m109a1,6.0
uk_m1a1_aim_abrams,12.0
uk_m1a2_sep3_abrams,12.7
uk_m3a1_stuart,2.0
uk_m3_stuart,1.7
uk_m44,3.7
uk_m4a5_ram_2,3.7
uk_mark_v,1.0
uk_marmon_herrington_mk_6_2pdr,2.0
uk_marmon_herrington_mk_6_6pdr,3.0
uk_matilda_hedgehog,2.7
uk_mk1_grant,2.7
uk_olifant_mk_1a,8.3
uk_olifant_mk_2,9.3
uk_ram_90mm_aa,5.3
uk_ratel_20,6.7
uk_ratel_90,6.7
uk_ratel_zt3,8.3
uk_rooikat_105_td,9.3
uk_rooikat_76,8.7
uk_rooikat_mttd,9.3
uk_rooikat_za_35,8.7
uk_sarc_mk4_a,1.3
uk_sherman_ic_firefly,4.7
uk_sherman_ii,3.7
uk_sherman_vc_firefly,4.7
uk_sherman_vc_firefly_kit_3rank,4.7
uk_shir_2,10.0
uk_skink_aa,5.7
uk_sky_sabre_fcs,12.7
uk_sp_17_pdr_valentine,2.7
uk_stormer_air_defence,9.7
uk_stormer_hvm,10.3
uk_t17e2,2.0
uk_tog_2,5.3
uk_tracked_rapier,9.7
uk_ttd,10.3
uk_t_90s_bheeshma,10.7
uk_valentine_mk_1,2.7
uk_valentine_mk_11,3.0
uk_valentine_mk_9,3.0
uk_vfm_5,9.3
uk_vickers_gbt_155,7.0
uk_vickers_mbt_mk_1,8.0
uk_vickers_mbt_mk_3,8.3
uk_vickers_mk7,10.7
uk_vickers_mk_11,8.7
uk_vickers_mk_6_aa_mk_1,1.0
uk_vijayanta,8.3
uk_ystervark_spaa,4.0
ussr_2s1,5.7
ussr_2s19_m1,6.7
ussr_2s19_m2,7.0
ussr_2s25,9.3
ussr_2s25m,9.7
