id,br_arcade
j_10a,13.7
j_10c,14.3
j_11,13.3
j_11a,13.3
j_11b,14.0
j_15t,14.7
j_16,14.7
j_22m1a,9.0
j_7d,10.7
j_7e,10.7
j_7_mk2,9.3
j_8b,11.3
j_8f,13.0
kfir_c10_colombia,13.0
kfir_c2,11.3
kfir_c7,12.0
kfir_canard,11.0
ki-27_otsu,1.3
ki-27_otsu_china,1.3
ki-27_otsu_ep,1.3
ki-45_hei,1.7
ki-45_hei_tei_china,2.3
ki-45_ko,1.7
ki-45_otsu,1.7
ki-45_tei,1.3
ki-49_1,3.3
ki-49_2a,3.3
ki-49_2b,3.3
ki-49_2b_late,3.7
ki-83,6.0
ki-96,4.0
kitsuka,7.0
ki_100_2,5.0
ki_100_early,4.7
ki_102_otsu,2.7
ki_108,3.7
ki_109,1.7
ki_10_1,1.0
ki_10_1_commander,1.0
ki_10_2,1.0
ki_10_2_commander,1.0
ki_21_1hei,2.3
ki_21_1ko,2.3
ki_32,1.0
ki_43_1,2.0
ki_43_2,2.3
ki_43_2_late,2.3
ki_43_3_ko,2.3
ki_43_3_otsu,4.3
ki_44_1,2.7
ki_44_1_ep,2.7
ki_44_2_hei,3.7
ki_44_2_hei_china,3.7
ki_44_2_otsu,3.0
ki_48_2_otsu,2.3
ki_61_1a_hei,5.3
ki_61_1a_hei_ep,5.3
ki_61_1a_ko,3.0
ki_61_1a_otsu,3.7
ki_61_1a_otsu_china,3.7
ki_61_1a_otsu_usa,3.7
ki_61_1a_tei,4.7
ki_61_2_early,4.7
ki_67_1_ko,4.3
ki_67_1_otsu,4.7
ki_84_hei,7.7
ki_84_ko,6.0
ki_84_ko_china,5.7
ki_84_otsu,6.7
ki_87,6.0
ki_93_1_ko,4.3
ki_94_2,5.7
la-11,5.3
la-11_china,5.3
la-15,8.0
la-5fn,4.0
la-5fn_luftwaffe,4.0
la-5_type37_early,3.3
la-5_type39,3.7
la-7,4.3
la-7b-20,5.0
la-7_dolgushin,4.3
la-9,6.3
la-9_china,6.3
lagg-3-11,2.7
lagg-3-23,2.3
lagg-3-34,3.3
lagg-3-35,2.3
lagg-3-4,2.3
lagg-3-66,3.0
lagg-3-8,2.3
lagg-i-301,4.0
lancaster_mk1,4.7
lancaster_mk3,5.0
lancaster_mr7_france,5.0
late_298d,1.3
la_174,8.0
la_200_toriy,7.3
leo_451_early,3.0
leo_451_late,3.0
lightning_f53,9.3
lightning_f6,9.3
lincoln_b2,5.3
l_39za,6.7
l_39za_art_thailand,6.7
martin_139wc,1.3
marut_mk1,8.7
maryland_mk1_france,2.0
mbr-2,1.0
mb_151c1,1.7
mb_152c1,3.0
mb_157,3.7
mb_162,4.0
mb_174_a3,2.0
mb_175t,3.0
mb_326b,6.7
mb_326k,7.3
mb_5,5.0
mc-202,3.0
mc-202_d,3.0
mc-202_ec,4.0
mc-202_italy,3.0
mc-205_n2,5.0
mc-205_serie1,3.3
mc-205_serie3,5.3
mc200_serie3,2.0
mc200_serie3_italy,2.0
mc200_serie7,2.0
mc200_serie7_italy,2.0
md_450b_barougan,7.3
md_450b_ouragan,7.3
md_450b_ouragan_iaf,7.3
md_450b_ouragan_iaf_29,7.3
md_452_mystere_2a,8.0
md_452_mystere_2c_preproduction,8.7
md_454_mystere_4a,9.0
md_454_mystere_4a_iaf,9.0
md_460,9.0
md_460_saar,9.0
md_460_sambad,9.0
md_460_yt_cup_2019,9.0
me-163b,8.0
me-163b-0,9.3
me-262a-1a,7.3
me-262a-1a_early,7.3
me-262a-1a_u4,5.3
me-262a-2a,6.7
me-262a1_u1,7.3
me-262c-1a,7.3
me-262c-2b,8.0
me-410a-1,3.3
me-410a-1_u2,3.7
me-410a-1_u4,2.7
me-410b-1,4.0
me-410b-1_u2,4.3
me-410b-2_u4,3.0
me-410b-6_r3,4.7
meteor_fmk3,7.3
meteor_fmk3_navy,7.7
meteor_fmk4_lw,7.7
meteor_fmk4_sw,7.7
meteor_fmk8,7.7
meteor_fmk8_belgium,7.7
meteor_fmk8_iaf,7.7
meteor_fmk8_reaper,7.7
meteor_frmk9_iaf,7.7
meteor_nfmk13,7.3
me_210a_1,2.7
me_210ca_1_40_mm_hungary,3.3
me_210ca_1_hungary,3.0
me_210_v22_japan,2.7
me_264,4.3
mig-15,8.7
mig-15bis_ish,8.7
mig-15bis_nr23_china,8.7
mig-15bis_nr23_german,8.7
mig-15bis_nr23_hungary,8.7
mig-15_ns23,8.7
mig-17,9.0
mig-17pf_hungary,9.0
mig-17p_lim_5p,9.0
mig-17_china,9.0
mig-17_cuba,9.0
mig-17_f5,9.0
mig-19j_6a,10.0
mig-19pt,9.7
mig-19s,9.7
mig-21_bis,11.0
mig-21_bison,12.3
mig-21_bis_lazur,11.0
mig-21_bis_sau,11.0
mig-21_bis_sau_hungary,11.0
mig-21_f13,8.7
mig-21_mf,10.3
mig-21_mf_hungary,10.3
mig-21_pfm,8.7
mig-21_s,9.3
mig-21_smt,10.3
mig-21_sps_k,9.3
mig-9,7.3
mig-9_china,7.3
mig-9_late_china,7.7
mig-9_ussr,7.7
mig_21_2000_iaf,12.0
mig_21_bis_finland,11.0
mig_23bn,10.0
mig_23m,11.3
mig_23mf_germany,11.3
mig_23mf_hungary,11.3
mig_23ml,11.7
mig_23mla,11.7
mig_23mld,11.7
mig_25pd,11.0
mig_27k,11.3
mig_27m,11.3
mig_29kr_9_41r,13.7
mig_29m_9_15,13.7
mig_29n,13.0
mig_29smt_9_19,13.7
mig_29_9_12,12.7
mig_29_9_12b_hungary,12.7
mig_29_9_12g,12.7
mig_29_9_12_germany,12.7
mig_29_9_12_sniper,12.7
mig_29_9_13,12.7
mig_35,14.3
mig_3_series_1_15,2.0
mig_3_series_1_15_bk_pod,2.7
mig_3_series_34,3.0
mirage_2000c_s4,12.3
mirage_2000c_s5,12.3
mirage_2000d_r1,12.3
mirage_2000d_rmv,12.7
mirage_2000_5eg_mk2_greece,14.0
mirage_2000_5ei,14.0
mirage_2000_5f,14.0
mirage_3c,10.3
mirage_3cj,10.0
mirage_3e,10.7
mirage_3s_c70_switzerland,10.3
mirage_4000,12.7
mirage_5ba,10.3
mirage_5f,10.3
mirage_f1c,12.0
mirage_f1cg_greece,11.3
mirage_f1ct,12.0
mirage_f1c_200,12.0
mirage_milan,9.3
morko_morane,2.3
mosquito_b_mk16,3.7
mosquito_fb_mk18,3.0
mosquito_fb_mk26_china,3.7
mosquito_fb_mk6,3.7
mosquito_fb_mk6_ash_norway,3.7
mosquito_fb_mk6_norway,3.7
mosquito_f_mk2_norway,3.7
mosquito_j30_sweden,3.7
mosquito_nf_mk2,3.7
mosquito_tr_mk33,3.7
ms_405c1,2.3
ms_406c1,2.3
ms_410c1,2.3
m_346fa,13.0
n1k1_ja,5.3
n1k1_kyuofu,2.7
n1k2_j,5.7
n1k2_jko,6.0
nc_223_3,2.7
nesher,10.3
nf_5a_netherlands,10.3
nimrod_mk1,1.0
nimrod_mk2,1.0
os2u_1,1.0
os2u_3,1.0
p-26a_33,1.0
p-26a_34,1.0
p-26a_34_m2,1.0
p-26b_35,1.0
p-36a,1.7
p-36a_rasmussen,1.3
p-36c,2.0
p-36c_rb,2.0
p-36g,2.3
p-38e,2.7
p-38g,2.7
p-38g_metal,3.0
p-38j,4.0
p-38j_marge,4.0
p-38k,5.0
p-38l,4.3
p-38l_1_china_rocaf,4.3
p-39k_1,3.3
p-39n,3.3
p-39n_su,3.3
p-39q_15,3.3
p-39q_25_france,3.3
p-39q_5,3.7
p-400,2.7
p-40c,2.3
p-40c_china,2.3
p-40e,2.3
p-40e_china,2.3
p-40e_td,2.3
p-40e_ussr,2.3
p-40f-5_france_ep,2.7
p-40f_10,2.7
p-43a-1,3.0
p-43a-1_china,3.0
p-47d,4.0
p-47d-28,4.0
p-47d_16_re_germany,3.7
p-47d_22_re,4.0
p-47d_22_re_france,4.0
p-47d_23_ra_china_rocaf,4.0
p-47d_30_china,4.0
p-47d_30_italy,4.0
p-47d_luftwaffe,3.7
p-47d_ussr,3.7
p-47m-1-re,4.7
p-47m-1-re_boxted,4.7
p-47n-15,4.3
p-51a_tl,3.0
p-51b,4.0
p-51b_7_sweden,3.7
p-51c-10-nt,3.7
p-51c-10_france,3.7
p-51c-11-nt_china,3.7
p-51c-11-nt_japan,3.7
p-51d-10,4.0
p-51d-20-na,4.0
p-51d-20-na_iaf,4.0
p-51d-20-na_j26,3.7
p-51d-20_china,4.0
p-51d-30_usaaf_korea,4.7
p-51d-5,4.0
p-51h-5_na,6.0
p-51k,4.7
p-51_a-36,2.7
p-51_mk1a_usaaf,4.0
p-59a,5.3
p-61a_1,3.7
p-61c_1,4.0
p-63a-10,4.0
p-63a-10_ussr,4.0
p-63a-5,3.7
p-63a-5_ussr,3.7
p-63c-5,4.0
p-63c-5_france,4.0
p-63c-5_kingcobra_animal_version,4.0
p-63c-5_ussr,4.0
p-66,2.7
p1y1_mod11,3.3
p1y1_mod11_china,3.3
pb4y-2,4.3
pb4y-2_china,4.3
pb4y-2_france,4.3
pbj_1h,4.0
pbj_1j,4.0
pbm_1,2.3
pbm_3,3.0
pbm_5a,3.7
pby-5,1.3
pby-5a,1.7
pby-5a_late_france,1.7
pby-5a_raf,1.7
pby-5a_ussr,1.7
pe-2-1,3.3
pe-2-110,4.0
pe-2-205,3.7
pe-2-31,3.3
pe-2-359,4.3
pe-2-83,3.7
pe-3,2.3
pe-3_bis,3.3
pe-3_early,2.0
pe-8_m82,4.3
po-2,1.0
po-2m,1.0
potez_630,2.7
potez_631,2.7
potez_633,1.3
pv_2d,4.3
pyorremyrsky,5.0
p_108a_serie2,1.7
p_108b_serie1,3.7
p_108b_serie2,4.0
quing_6,5.0
q_5a,10.0
q_5l,11.0
q_5_early,9.7
r2y2_kai,7.3
r2y2_v1,7.3
r2y2_v2,7.3
rafale_c_f3,14.7
rafale_eg_greece,14.7
rafale_m_f3r,14.7
re_2000_ga,2.3
re_2000_heja_1,1.7
re_2000_heja_2,2.3
re_2000_int,2.3
re_2000_j20,2.0
re_2001_cb,3.0
re_2001_cn,4.3
re_2001_serie1,3.0
re_2001_serie1_ep,3.0
re_2002_early,2.3
re_2005_serie0,5.7
re_2005_vdm,5.7
ro_44,1.0
ro_57_quadriarma,2.7
saab_105g,8.7
saab_105oe,8.3
saab_a21a_3,5.3
saab_a21rb,6.7
saab_a32a,9.0
saab_a32a_red_adam,9.0
saab_aj37,10.3
saab_ajs37,11.0
saab_ajs37_early,11.0
saab_b17a,1.7
saab_b17b,1.3
saab_b17bs,1.3
saab_b18a,2.3
saab_b18b,3.7
saab_b3c,1.0
saab_f35_wdns,10.3
saab_j21a_1,5.3
saab_j21a_2,5.3
saab_j21ra,6.7
saab_j29a,8.0
saab_j29b,8.3
saab_j29d,9.0
saab_j29f,9.0
saab_j32b,9.7
saab_j35a,9.0
saab_j35d,10.0
saab_j35j,10.3
saab_j35xs,10.3
saab_ja37,11.0
saab_ja37d,12.3
saab_ja37di,13.3
saab_ja37di_f21,13.3
saab_jas39a,13.0
saab_jas39c,13.7
saab_jas39c_hungary,13.7
saab_jas39c_south_africa,13.7
saab_jas39c_thailand,13.7
saab_jas39d,13.7
saab_jas39e,14.3
saab_sk60b,7.3
saab_t18b_1,4.0
saab_t18b_2,3.7
sagittario_2,9.0
sb2c_1c,2.7
sb2c_4,3.7
sb2c_5_france,3.7
sb2c_5_greece,3.7
sb2c_5_thailand,3.7
sb2u-2,1.0
sb2u-3,1.7
sbd-3,1.7
sb_25j_netherlands,4.0
sb_2m_100,1.3
sb_2m_103c,2.3
sb_2m_103u,2.7
sb_2m_103u_china,2.7
sb_2m_103u_mv3,2.7
sb_2m_103_mv3,2.3
sb_2m_105,3.0
scimitar_f1,8.3
seafire_fr47,5.7
seafire_mk17,5.3
seafire_mk3,5.0
seafire_mk3_france,5.0
sea_fury_fb11,5.7
sea_fury_fb51,5.7
sea_harrier_fa2,13.0
sea_hawk_fga50_netherlands,8.0
sea_hawk_fga6,8.0
sea_hawk_mk100,8.0
sea_venom_faw20,8.0
se_203,8.0
shackleton_mr_mk_2,5.3
sm_79_1936,2.0
sm_79_1936_italy,2.0
sm_79_1937,2.3
sm_79_1939,2.0
sm_79_1939_italy,2.0
sm_79_1941,2.3
sm_79_1941_italy,2.3
