id,name,country,rank,br_realistic
cn_m_41d,"M41D",china,6,8.3
cn_object_122tm,"Object 122MT &quot;MC&quot;",china,6,8.7
cn_object_211,"Object 211",china,3,5.0
cn_oplot_t,"Oplot-M",china,8,12.3
cn_pgz_04a,"PGZ04A",china,6,9.3
cn_pgz_09,"PGZ09",china,6,9.3
cn_pgz_625_fb10,"CS/SA5",china,8,12.0
cn_pgz_88,"PGZ88",china,5,8.0
cn_plz_05,"PLZ05",china,5,7.7
cn_plz_45,"PLZ45",china,4,6.3
cn_plz_83,"PLZ83",china,4,6.0
cn_plz_83_130,"PLZ83-130",china,5,7.3
cn_ptl_02,"PTL02",china,6,9.0
cn_ptz_89,"PTZ89",china,6,9.0
cn_pt_76,"␗PT-76",china,3,5.0
cn_qn506,"QN506",china,7,10.0
cn_sdkfz_222_early,"␗Sd.Kfz.222",china,1,1.3
cn_su_100_1945,"␗SU-100",china,4,6.0
cn_su_76m_1943,"␗SU-76M",china,1,2.0
cn_tor_m1,"Tor-M1",china,7,11.3
cn_type_58,"T-34-85 Gai",china,3,5.7
cn_type_59,"Type 59",china,5,8.0
cn_type_59d,"ZTZ59D1",china,6,8.3
cn_type_62,"Type 62",china,4,6.7
cn_type_63_i,"Type 63",china,4,6.3
cn_type_64,"M64",china,4,6.0
cn_type_65_aa,"Phòng không T-34",china,3,5.0
cn_type_69,"Type 69",china,5,8.0
cn_type_69_2a,"Type 69-IIa",china,5,8.3
cn_type_69_2g,"T-69 II G",china,6,9.0
cn_type_86,"ZBD86",china,5,8.0
cn_type_97_chi_ha,"␗Chi-Ha",china,1,1.3
cn_type_97_kai,"␗Chi-Ha Kai",china,2,2.3
cn_t_26_1940,"␗T-26",china,1,1.0
cn_t_26_no531,"T-26 No.531",china,1,1.0
cn_t_34_1942,"␗T-34 (1943)",china,3,4.0
cn_t_34_85_d_5t,"␗T-34-85 (S-53)",china,3,5.7
cn_t_34_85_zis_53_no215,"T-34-85 No.215",china,4,5.7
cn_t_62,"T-62 N545",china,6,8.7
cn_t_80ud_478be,"T-80UD/BE",china,7,11.0
cn_vt_4,"VT4",china,8,12.3
cn_vt_4b,"VT4A1",china,8,12.7
cn_vt_5,"VT5",china,7,11.7
cn_wma_301,"WMA301",china,6,9.0
cn_wz_1001,"WZ1001(E) LCT",china,8,12.3
cn_wz_141,"WZ141-1",china,4,6.7
cn_wz_305,"WZ305",china,5,8.0
cn_zbd_04a,"ZBD04A",china,7,10.0
cn_zsd63_pg87,"ZSD63/PG87",china,4,5.7
cn_zsl_92,"ZSL92",china,4,6.3
cn_ztl_11,"ZLT11",china,7,9.7
cn_zts_63_1980,"ZTS63",china,5,7.7
cn_ztz_59a,"ZTZ59A",china,5,8.0
cn_ztz_88a,"ZTZ88A",china,6,9.0
cn_ztz_88b,"ZTZ88B",china,6,9.0
cn_ztz_96,"ZTZ96",china,6,9.3
cn_ztz_96a,"ZTZ96A",china,7,10.3
cn_ztz_96a_prot,"ZTZ96A (P)",china,7,10.3
cn_ztz_96b,"ZTZ96B",china,7,11.7
cn_ztz_99,"ZTZ99-II",china,7,11.0
cn_ztz_99a,"ZTZ99A",china,8,12.3
cn_ztz_99_w,"ZTZ99-III",china,7,11.0
fr_amc_34,"AMC.34 YR",france,1,1.0
fr_amc_35,"AMC.35 (ACG.1)",france,1,1.3
fr_amd_35,"AMD.35",france,1,1.0
fr_amd_35_kwk39,"AMD.35 (PaK)",france,2,2.7
fr_amd_35_sa35,"AMD.35 (SA35)",france,1,1.7
fr_aml_90,"AML-90",france,5,7.7
fr_amr_35_zt3,"AMR.35 ZT3",france,1,1.0
fr_amx_10m_acra,"AMX-10M",france,5,7.3
fr_amx_10p,"AMX-10P",france,4,6.3
fr_amx_10rc,"AMX-10RC",france,6,8.3
fr_amx_13_75,"AMX-13",france,4,7.0
fr_amx_13_75_ss11,"AMX-13 (SS.11)",france,4,7.0
fr_amx_13_90,"AMX-13-90",france,5,7.7
fr_amx_13_chaffee,"AMX-13-M24",france,2,4.0
fr_amx_13_dca_40,"AMX-13 DCA 40",france,3,5.0
fr_amx_13_fl_11,"AMX-13 (FL11)",france,3,4.3
fr_amx_13_hot,"AMX-13 (HOT)",france,6,8.3
fr_amx_30,"AMX-30",france,5,8.0
fr_amx_30_1972,"AMX-30 (1972)",france,5,8.0
fr_amx_30_acra,"AMX-30 ACRA",france,6,8.3
fr_amx_30_auf_1,"AuF1",france,4,6.7
fr_amx_30_b2,"AMX-30B2",france,6,8.7
fr_amx_30_b2_brenus,"AMX-30B2 BRENUS",france,6,8.7
fr_amx_30_dca,"AMX-30 S DCA",france,6,8.7
fr_amx_30_roland,"Roland 1",france,7,9.7
fr_amx_30_super,"AMX-30 Super",france,6,9.3
fr_amx_32,"AMX-32",france,6,9.7
fr_amx_32_105,"AMX-32 (105)",france,6,9.3
fr_amx_40,"AMX-40",france,7,10.0
fr_amx_50,"AMX-50 (TOA100)",france,5,7.7
fr_amx_50_1950,"AMX-50 (TO90/930)",france,5,8.0
fr_amx_50_foch,"AMX-50 Foch",france,5,7.3
fr_amx_50_surbaisse,"AMX-50 Surbaissé",france,5,7.7
fr_amx_50_surblinde,"AMX-50 Surblindé",france,5,7.7
fr_amx_elc_901,"ELC 901",france,4,6.3
fr_amx_elc_bis,"ELC bis",france,4,6.3
fr_amx_m4,"AMX M4",france,4,7.0
fr_amx_vtt_dca,"VTT DCA",france,2,3.0
fr_arl_44,"ARL-44",france,3,5.3
fr_arl_44_acl1,"ARL-44 (ACL-1)",france,3,3.7
fr_arl_44_mod,"ARL-44 Bayard",france,3,5.3
fr_b1_bis,"B1 bis",france,2,2.3
fr_b1_ter,"B1 ter",france,2,2.7
fr_bat_chat_25t,"Char 25t",france,5,8.0
fr_cckw_353_bofors,"CCKW 353 AA",france,2,2.3
fr_char_2c,"2C",france,2,2.3
fr_char_2c_bis,"2C bis",france,1,1.7
fr_citroen_kegresse_p4t,"P.7.T AA",france,1,1.3
fr_crotale_ng,"▄ItO 90M",france,8,12.0
fr_crusader_mk_2,"▄Crusader Mk.II",france,2,2.7
fr_cv_9035_nl,"CV 9035NL",france,7,9.7
fr_embt,"▄EMBT",france,8,12.7
fr_fcm_36,"FCM.36",france,1,1.0
fr_hotchkiss_h35,"H.35",france,1,1.0
fr_hotchkiss_h39,"H.39",france,1,1.0
fr_hotchkiss_h39_cambronne,"H.39 &quot;Cambronne&quot;",france,1,1.0
fr_jaguar_ebrc,"EBRC Jaguar",france,7,11.0
fr_leclerc_azur,"Leclerc AZUR",france,8,12.7
fr_leclerc_s1,"Leclerc",france,8,12.7
fr_leclerc_s2,"Leclerc S2",france,8,12.7
fr_leclerc_sxxi,"Leclerc SXXI",france,8,12.7
fr_leopard_1a5be,"Leopard 1A5BE",france,6,9.3
fr_leopard_2a4nl,"Leopard 2A4NL",france,7,10.7
fr_leopard_2a4nl_les,"Leopard 2 (OTCo)",france,7,10.7
fr_leopard_2a5nl,"Leopard 2A5NL",france,8,12.3
fr_leopard_2a6nl,"Leopard 2A6NL",france,8,12.7
fr_lorraine_100,"CA Lorraine",france,4,6.0
fr_lorraine_155,"Lorraine 155 Mle.50",france,3,4.3
fr_lorraine_37l,"Lorraine 37L",france,1,1.3
fr_lorraine_40t,"Lorraine 40t",france,5,7.7
fr_lvt_bofors,"LVT-4/40",france,2,3.7
fr_m10,"▄M10 GMC",france,2,3.3
fr_m26_pershing,"▄M26",france,4,6.7
fr_m36b2_cefeo,"▄M36B2",france,3,5.7
fr_m3a3_stuart,"▄M3A3 Stuart",france,2,2.7
fr_m44,"▄M44",france,3,3.7
fr_m46_patton,"▄M46",france,4,7.0
fr_m4a1_sherman,"▄M4A1",france,2,3.7
fr_m4a1_sherman_fl_10,"M4A1 (FL10)",france,3,5.0
fr_m4a3e2_sherman_jumbo,"▄M4A3E2",france,3,5.7
fr_m4a3_105_sherman,"▄M4A3 (105)",france,2,3.0
fr_m4a4_cn_75_50,"M4A4 (SA50)",france,3,5.0
fr_m4a4_sherman,"▄M4A4",france,3,3.7
fr_m55,"▄M55",france,3,3.7
fr_marder_clovis,"CLOVIS",france,5,8.0
fr_marder_df_105,"DF105",france,5,8.0
fr_mars_15,"MARS 15",france,6,8.3
fr_msc,"MSC",france,7,11.0
fr_panhard_ebr_1951,"E.B.R. (1951)",france,3,5.3
fr_panhard_ebr_1954,"E.B.R. (1954)",france,4,7.0
fr_panhard_ebr_1963,"E.B.R. (1963)",france,5,7.7
fr_pzkpfw_v_panther_dauphine,"Panther &quot;Dauphiné&quot;",france,4,6.0
fr_renault_d2,"D2",france,1,1.3
fr_renault_r39,"R.35 (SA38)",france,1,1.0
fr_saint_chamond,"St-Chamond",france,1,1.0
fr_samp_t_fcs,"FSAF SAMP/T (Mamba) (TADS)",france,8,12.7
fr_sk105_a2,"SK-105A2",france,6,8.7
fr_somua_s35,"S.35",france,1,1.3
fr_somua_sau40,"SAu 40",france,1,1.7
fr_somua_sm,"Somua SM",france,5,7.7
fr_tpk_641_vpc,"TPK 6.41",france,3,5.7
fr_vab_santal,"SANTAL",france,6,9.3
fr_vbci,"VBCI",france,6,9.3
fr_vbci2_mct30,"VBCI-2 (MCT30)",france,6,9.7
fr_vcac_mephisto,"MEPHISTO",france,6,8.7
fr_vextra_105,"Vextra 105",france,7,10.0
germ_9a33bm3,"◊Osa-AK",germany,7,10.3
germ_9a35_m,"◊Strela-10M",germany,7,10.3
germ_a7v,"A7V",germany,1,1.0
germ_amd_35_kwk,"P204(f) KwK 38",germany,1,2.0
germ_amd_35_kwk39,"P204(f) KwK 39/1",germany,2,2.7
germ_begleitpanzer_57,"Begleitpanzer 57",germany,6,9.7
germ_beutepanzer_mk_iv,"Beutepanzer IV",germany,1,1.0
germ_bmp_1_ddr,"SPz BMP-1",germany,5,8.0
germ_boxer_3105,"Boxer MGS",germany,7,10.3
germ_boxer_swatrinf,"sWaTrgInf",germany,7,10.7
germ_embt,"◄EMBT",germany,8,12.7
germ_erprobungstrager_3_achs_turm,"Turm III",germany,5,8.7
germ_flakpanzer_38t_gepard,"Flakpanzer 38",germany,1,1.7
germ_flakpanzer_iv_kugelblitz,"Kugelblitz",germany,4,6.7
germ_flakpanzer_iv_ostwind,"Ostwind",germany,3,3.3
germ_flakpanzer_iv_ostwind_2,"Ostwind II",germany,3,5.3
germ_flakpanzer_iv_ostwind_2_net,"Ostwind Ost",germany,3,5.3
germ_flakpanzer_iv_wirbelwind,"Wirbelwind",germany,3,3.7
germ_flakpanzer_i_ausf_a,"Flakpanzer I",germany,1,1.3
germ_flakpanzer_v_coelian,"Flakpanzer 341",germany,4,7.0
germ_flakpanzer_zerstorer_45,"Zerstörer 45",germany,4,6.0
germ_flakpz_1a2_gepard,"Gepard 1A2",germany,6,9.7
germ_flakpz_i_gepard,"Gepard",germany,6,8.3
germ_flarakpz_1,"FlaRakPz 1",germany,7,10.0
germ_flarakrad,"FlaRakRad",germany,8,11.7
germ_garford_putilov,"Garford-Beute",germany,1,1.0
germ_hummel,"Hummel",germany,2,3.3
germ_infanterie_kampfpanzer_churchill,"▀Pz.Kpfw. Churchill",germany,3,4.0
germ_iris_slm_fcs,"IRIS-T SLM (TADS)",germany,8,12.7
germ_jaguar_2,"Jaguar 2",germany,6,8.7
germ_jgdpz_38t,"Jagdpanzer 38(t)",germany,3,4.3
germ_jgdpz_iv_l48,"Jagdpanzer IV",germany,3,4.3
germ_kanonenjagdpanzer,"JPz 4-5",germany,4,6.3
germ_kpz_70,"KPz-70",germany,6,9.3
germ_kpz_t72m1,"◊T-72M1",germany,6,9.3
germ_kv_1b_finland,"▀KV-IB",germany,3,4.3
germ_kv_1_kwk_40,"▀KW I C 756 (r)",germany,3,5.0
germ_kv_2_754r,"▀KW II 754 (r)",germany,3,3.7
germ_leopard_1a5,"Leopard 1A5",germany,6,9.3
germ_leopard_2a4,"Leopard 2A4",germany,7,10.7
germ_leopard_2a4m_can,"Leopard 2A4M",germany,7,12.0
germ_leopard_2a4m_can_sm,"◍Leopard 2A4M",germany,7,12.0
germ_leopard_2a4_pzbtl_123,"Leopard 2 (PzBtl 123)",germany,7,10.7
germ_leopard_2a5,"Leopard 2A5",germany,8,12.3
germ_leopard_2a5_pso,"Leopard 2 PSO",germany,8,12.7
germ_leopard_2a5_yt_cup_2019,"␙Leopard 2A5",germany,8,12.3
germ_leopard_2a6,"Leopard 2A6",germany,8,12.7
germ_leopard_2a7v,"Leopard 2A7V",germany,8,12.7
germ_leopard_2av,"Leopard 2AV",germany,7,10.3
germ_leopard_2k,"Leopard 2K",germany,7,10.0
germ_leopard_2pl,"Leopard 2PL",germany,8,12.3
germ_leopard_2_pt14,"PT-16/T14 mod.",germany,7,11.0
germ_leopard_a1a1_120,"Leopard 1 MPI",germany,6,9.3
germ_leopard_c2_mexas,"C2A1",germany,6,9.3
germ_leopard_i,"Leopard I",germany,5,8.0
germ_leopard_i_a1,"Leopard A1A1",germany,6,8.7
germ_le_kpz_m41,"leKPz M41",germany,4,6.7
germ_m109g,"M109G",germany,4,5.7
germ_m44,"M44",germany,2,3.7
germ_m55,"◄M55",germany,2,3.7
germ_marder_1a1,"Marder A1-",germany,5,7.7
germ_marder_1a3,"Marder 1A3",germany,5,8.0
germ_marder_clovis,"CLOVIS",germany,5,8.0
germ_marder_df_105,"DF105",germany,5,8.0
germ_mkpz_m47,"mKPz M47 G",germany,5,7.3
germ_mkpz_m48a2c,"M48A2 C",germany,5,7.7
germ_mkpz_m48a2ga2,"M48A2 G A2",germany,6,8.3
germ_mkpz_super_m48,"M48 Super",germany,6,9.3
germ_nbfz_vi,"Nb.Fz.",germany,1,1.3
germ_panther_ii,"Panther II",germany,4,7.0
germ_panzerbefelhswagen_iv_ausf_j,"Pz.Bef.Wg.IV J",germany,3,4.0
germ_panzerbefelhswagen_jagdpanther,"Bfw. Jagdpanther G1",germany,4,6.3
germ_panzerbefelhswagen_vi_p,"Pz.Bef.Wg.VI P",germany,4,5.7
germ_panzerjager_1,"Panzerjäger I",germany,1,1.3
germ_panzerjager_nashorn,"Nashorn",germany,3,5.3
germ_panzerjager_panther,"Jagdpanther G1",germany,4,6.3
germ_panzerjager_tiger,"Jagdtiger",germany,4,6.7
germ_panzerjager_tiger_p_elefant,"Elefant",germany,4,6.7
germ_panzerjager_tiger_p_ferdinand,"Ferdinand",germany,4,6.7
germ_panzerwerfer_42,"15 cm Pz.W.42",germany,2,2.3
germ_pzh_2000,"PzH 2000",germany,5,7.7
germ_pzkpfw_35t,"Pz.35(t)",germany,1,1.0
germ_pzkpfw_38t_aufklarungspanzer,"Sd.Kfz. 140/1",germany,1,2.0
germ_pzkpfw_38t_ausf_a,"Pz.38(t) A",germany,1,1.3
germ_pzkpfw_38t_ausf_f,"Pz.38(t) F",germany,1,2.3
germ_pzkpfw_38t_marder_iii,"Marder III",germany,1,2.3
germ_pzkpfw_38t_marder_iii_ausf_h,"Marder III H",germany,2,2.7
germ_pzkpfw_38t_na,"Pz.38(t) n.A.",germany,1,2.3
germ_pzkpfw_e_100,"E-100",germany,5,7.7
germ_pzkpfw_iii_ausf_b,"Pz.III B",germany,1,1.0
germ_pzkpfw_iii_ausf_e,"Pz.III E",germany,1,1.0
germ_pzkpfw_iii_ausf_f,"Pz.III F",germany,1,1.3
germ_pzkpfw_iii_ausf_j,"Pz.III J1",germany,2,2.7
germ_pzkpfw_iii_ausf_j_l42,"Pz.III J",germany,1,2.3
germ_pzkpfw_iii_ausf_j_td,"Pz.III J1 TD",germany,2,2.7
germ_pzkpfw_iii_ausf_l,"Pz.III L",germany,2,3.0
germ_pzkpfw_iii_ausf_m,"Pz.III M",germany,2,3.3
germ_pzkpfw_iii_ausf_n,"Pz.III N",germany,2,3.3
germ_pzkpfw_ii_ausf_c,"Pz.II C",germany,1,1.3
germ_pzkpfw_ii_ausf_c_dak,"Pz.II C (DAK)",germany,1,1.3
germ_pzkpfw_ii_ausf_c_td,"Pz.II C TD",germany,1,1.3
germ_pzkpfw_ii_ausf_f,"Pz.II F",germany,1,1.7
germ_pzkpfw_ii_ausf_h,"Pz.Sfl.Ic",germany,2,2.7
germ_pzkpfw_iv_ausf_c,"Pz.IV C",germany,1,1.3
germ_pzkpfw_iv_ausf_e,"Pz.IV E",germany,1,2.0
germ_pzkpfw_iv_ausf_f,"Pz.IV F1",germany,1,2.3
germ_pzkpfw_iv_ausf_f2,"Pz.IV F2",germany,2,3.3
germ_pzkpfw_iv_ausf_g,"Pz.IV G",germany,2,3.7
germ_pzkpfw_iv_ausf_h,"Pz.IV H",germany,2,4.0
germ_pzkpfw_iv_ausf_j,"Pz.IV J",germany,2,4.0
germ_pzkpfw_maus,"Maus",germany,5,7.7
germ_pzkpfw_vi_ausf_b_tiger_iih,"Tiger II",germany,4,6.7
germ_pzkpfw_vi_ausf_b_tiger_iih_kwk46,"Tiger II (10.5 cm Kw.K)",germany,4,7.0
germ_pzkpfw_vi_ausf_b_tiger_iih_sla,"Tiger II (Sla.16)",germany,4,6.7
germ_pzkpfw_vi_ausf_b_tiger_iip,"Tiger II (Nr.1-50)",germany,4,6.3
germ_pzkpfw_vi_ausf_e_tiger,"Tiger E",germany,3,6.0
germ_pzkpfw_vi_ausf_h1_tiger,"Tiger H1",germany,3,5.7
germ_pzkpfw_vi_ausf_h1_tiger_animal_version,"␠Tiger",germany,3,5.7
germ_pzkpfw_vi_ausf_h1_tiger_east,"Tiger Ost",germany,3,5.7
germ_pzkpfw_vi_ausf_h1_tiger_west,"Tiger West",germany,3,5.7
germ_pzkpfw_vi_tiger_p,"VK 45.01 (P)",germany,3,5.3
germ_pzkpfw_v_ausf_a_panther,"Panther A",germany,4,6.0
germ_pzkpfw_v_ausf_d_panther,"Panther D",germany,3,5.3
germ_pzkpfw_v_ausf_f_panther,"Panther F",germany,4,6.0
germ_pzkpfw_v_ausf_g_panther,"Panther G",germany,4,6.0
germ_pzkpfw_v_ersatz_m10,"Ersatz M10",germany,4,6.0
germ_pzsflk40_sturer_emil,"Sturer Emil",germany,2,4.0
germ_pzsfl_iva_dickermax,"Dicker Max",germany,2,3.7
germ_pz_iv_l70,"Panzer IV/70(V)",germany,3,5.7
germ_pz_iv_l70_a,"Panzer IV/70(A)",germany,3,4.3
germ_radpanzer_90,"Radkampfwagen 90",germany,7,10.0
germ_raketenjagdpanzer_2,"RakJPz 2",germany,5,8.0
germ_raketenjagdpanzer_2_hot,"RakJPz 2 (HOT)",germany,6,8.3
germ_ru251,"Ru 251",germany,4,7.3
germ_schutzenpanzer_puma,"Puma",germany,7,10.3
germ_schutzenpanzer_puma_vjtf,"Puma VJTF",germany,7,11.0
germ_schutzenpanzer_puma_vjtf_mod,"Puma u14",germany,7,11.0
germ_sdkfz_221_s_pz_b_41,"Sd.Kfz.221 (s.Pz.B.41)",germany,1,1.0
germ_sdkfz_222,"Sd.Kfz.222",germany,1,2.0
germ_sdkfz_234_1,"Sd.Kfz.234/1",germany,1,2.0
germ_sdkfz_234_2,"Sd.Kfz.234/2",germany,2,3.7
germ_sdkfz_234_2_mod,"Sd.Kfz.234/2 &quot;Biene&quot;",germany,2,3.7
germ_sdkfz_234_2_td,"Sd.Kfz.234/2 TD",germany,2,3.7
germ_sdkfz_234_3,"Sd.Kfz.234/3",germany,1,2.0
germ_sdkfz_234_4,"Sd.Kfz.234/4",germany,3,4.7
germ_sdkfz_251_10,"Sd.Kfz.251/10",germany,1,1.0
germ_sdkfz_251_21,"Sd.Kfz.251/21",germany,2,3.3
germ_sdkfz_251_22,"Sd.Kfz.251/22",germany,2,3.0
germ_sdkfz_251_9,"Sd.Kfz.251/9",germany,1,1.3
germ_sdkfz_6_2_flak36,"Sd.Kfz. 6/2",germany,1,2.3
germ_sdkfz_9_flak37,"8,8 cm Flak 37 Sfl.",germany,3,4.0
germ_sk105_a2,"JaPz.K A2",germany,6,8.7
germ_sppz2_luchs_a2,"Luchs A2",germany,5,7.3
germ_spz_12_3,"SPz 12-3 LGS",germany,4,7.0
germ_spz_oerlikon_raketenautomat,"Raketenautomat",germany,5,8.0
germ_stug_iii_ausf_a,"StuG III A",germany,1,2.3
germ_stug_iii_ausf_f,"StuG III F",germany,2,3.3
germ_stug_iii_ausf_g,"StuG III G",germany,3,4.0
germ_stuh_iii_ausf_g,"StuH 42 G",germany,2,3.0
germ_sturmmorser_sturmtiger,"38 cm Sturmmörser",germany,4,5.7
germ_sturmpanzer_ii,"15cm sIG 33 B Sfl",germany,1,1.0
germ_sturmpanzer_iv_brummbar,"Brummbär",germany,3,4.3
germ_thyssen_henschel_tam,"TAM",germany,6,9.0
germ_thyssen_henschel_tam_2c,"TAM 2C",germany,7,10.3
germ_thyssen_henschel_tam_2ip,"TAM 2IP",germany,6,9.3
germ_th_400,"R400",germany,6,9.7
germ_th_800_bismark,"Class 3 (P)",germany,6,9.0
germ_t_34_747,"▀T 34 747 (r)",germany,3,4.3
germ_vilkas,"Vilkas",germany,7,10.7
germ_vk_3002m,"VK 3002 (M)",germany,3,5.0
germ_vsw_flak_41,"VFW",germany,3,5.7
germ_vt_1_2,"VT1-2",germany,6,8.7
germ_waffentrager_krupp_steyr,"Waffenträger",germany,3,5.7
germ_wiesel_1_mk20,"Wiesel 1A4",germany,5,7.3
germ_wiesel_1_tow,"Wiesel 1A2",germany,7,9.7
germ_wiesel_2_adwc,"Ozelot",germany,6,9.7
il_9a33bm3,"◐Osa-AKM",israel,7,10.3
il_aml_90,"AML-90",israel,4,7.7
il_amx_13_75,"AMX-13",israel,4,7.0
il_centurion_mk_5_shot,"Sho&#039;t",israel,4,7.7
il_centurion_shot_kal_alef,"Sho&#039;t Kal Alef",israel,5,8.0
il_centurion_shot_kal_d,"Sho&#039;t Kal Dalet",israel,6,9.0
il_centurion_shot_kal_gimel,"Sho&#039;t Kal Gimel",israel,6,8.7
il_eitan,"Eitan (P)",israel,7,11.3
il_hunter_afv,"Hunter AFV",israel,7,10.7
il_leopard_2a6_hel,"◐Leopard 2HEL",israel,8,12.7
il_m109,"M109",israel,4,5.7
il_m109a1,"Rochev",israel,4,6.0
il_m113a1_tow,"Giraf",israel,6,8.3
il_m113_hvms,"Bardelas/60mm HVMS",israel,5,7.7
il_m163_vulcan,"Hovet",israel,4,7.3
il_m48a1_patton_iii,"Magach 1",israel,4,7.7
il_machbet,"Machbet",israel,6,9.3
il_magach_2,"Magach 2",israel,4,7.7
il_magach_3,"Magach 3 (ERA)",israel,5,8.0
il_magach_3_idf,"Magach 3",israel,5,8.0
il_magach_5,"Magach 5",israel,5,8.0
il_magach_6,"Magach 6",israel,5,8.0
il_magach_6a,"Magach 6A",israel,5,8.0
il_magach_6b,"Magach 6B",israel,6,8.7
il_magach_6b_gal,"Magach 6B Gal",israel,6,9.3
il_magach_6b_gal_batash,"Gal Batash",israel,6,9.3
il_magach_6c,"Magach 6C",israel,6,9.3
il_magach_6m,"Magach 6M",israel,6,9.0
il_magach_6r,"Magach 6R",israel,6,8.7
il_magach_6_rocket,"Magach Hydra",israel,6,8.7
il_magach_7c,"Magach 7C",israel,6,9.3
il_merkava_mk_1,"Merkava Mk.1",israel,6,9.3
il_merkava_mk_1b,"Merkava Mk.1B",israel,6,9.7
il_merkava_mk_2b_early,"Merkava Mk.2B",israel,6,9.7
il_merkava_mk_2d,"Merkava Mk.2D",israel,6,10.0
il_merkava_mk_3b,"Merkava Mk.3B",israel,7,11.3
il_merkava_mk_3c,"Merkava Mk.3C",israel,7,11.3
il_merkava_mk_3_raam_segol,"Ra&#039;am Sagol",israel,7,11.3
il_merkava_mk_4b,"Merkava Mk.4B",israel,8,12.3
il_merkava_mk_4m,"Merkava Mk.4M",israel,8,12.7
il_merkava_mk_4_lic,"Merkava Mk.4 LIC",israel,8,12.3
il_mim_72_chaparral,"Imp.Chaparral",israel,6,9.3
il_m_51,"M-51",israel,4,6.3
il_m_51_w,"M-51 (W)",israel,4,6.3
il_namer_rcws_30,"Namer 30",israel,7,11.3
il_namer_tsrikhon,"Namer Tsrikhon",israel,7,11.3
il_sabra_mk1,"Sabra Mk.I",israel,7,10.0
il_sholef,"Sholef",israel,4,7.3
il_spyder_aio,"SPYDER",israel,8,12.7
il_ss_11_halftrack,"Zachlam Tager",israel,4,6.7
il_tcm_20,"TCM-20",israel,4,4.3
il_tiran_4,"Tiran 4",israel,5,8.0
il_tiran_4_sh,"Tiran 4S",israel,5,8.0
il_tiran_6,"Tiran 6",israel,6,8.7
il_tor_m1,"◐Tor-M1",israel,7,11.3
il_zsu_23_4,"ZSU-23-4V",israel,5,8.0
il_zsu_57_2,"ZSU-57-2",israel,4,7.0
it_2s1,"◔2S1",italy,4,5.7
it_39m_csaba,"Csaba",italy,1,1.0
it_40m_turan_1,"Turan I",italy,2,2.3
it_40_43m_zrinyi_2,"Zrinyi II",italy,2,2.7
it_41m_turan_2,"Turan II",italy,2,2.3
it_43m_turan_3,"Turan III",italy,3,4.0
it_44m_zrinyi_1,"Zrinyi I",italy,3,4.0
it_9a33bm3,"▄Osa-AKM",italy,7,10.3
it_9a35_m,"◔Strela-10M",italy,7,10.3
it_ab_41,"AB 41",italy,1,1.0
it_ab_43,"AB 43",italy,2,2.7
it_ariete_amv_pt1,"Ariete AMV",italy,8,12.3
it_as_42_47,"AS 42/47",italy,1,2.0
it_as_42_metropolitana,"AS 42",italy,1,1.3
it_aubl_74_60_70m,"AUBL/74 HVG",italy,5,8.0
it_b1_centauro,"Centauro I 105",italy,6,9.3
it_b1_centauro_romor,"Centauro I 105 R",italy,6,9.7
it_breda_52_autocannone,"Breda 90/53",italy,3,4.0
it_btr_80a_hungary,"◔BTR-80A",italy,5,7.3
